SiteId,Site_Name,Site_Brand,Site_Suburb,Lat,Lon
61477805,Mobil Edmonton Central,Mobil,Edmonton,-17.021689,145.727032
61477808,United Wondai (Unmanned),United,Wondai,-26.298101,151.867337
61477809,Raff Group (BP),Independent,Pittsworth,-27.716851,151.631878
61477810,The Victory Store,Independent,Gympie,-26.175061,152.680198
61477811,Butters Warehouse,Independent,Dalby,-27.178465,151.269559
61477813,North Coast Petroleum,Liberty,Yatala North,-27.743131,153.219499
61477814,Miallo Fuel Station,Independent,Mossman,-16.401484,145.381003
61477816,Roadhouse Service Station,Independent,Mossman,-16.482553,145.376911
61477818,Mareeba Service Station,Independent,Mareeba,-16.973191,145.412926
61477819,Port Douglas Service Station,Independent,Port Douglas,-16.491907,145.460557
61477820,Texas Motors,Independent,Texas,-28.854985,151.171132
61477821,Mobil Lowood,Independent,Lowood,-27.462589,152.582215
61477822,Mossman Raintrees Central Servo,Independent,Mossman,-16.458793,145.373173
61477831,Mt Carbine Roadhouse,Independent,Mount Carbine,-16.528315,145.133947
61477832,Liberty Bauhinia Roadhouse,Liberty,Bauhinia,-24.570466,149.292043
61477837,BP Port Douglas,BP,Craiglie,-16.537495,145.469038
61477838,Salty Seas Café,Independent,Woodgate Beach,-25.110385,152.567252
61477839,Wondecla Roadhouse,Independent,Wondecla,-17.409298,145.391638
61477840,Felton Produce Market,Independent,Felton,-27.800392,151.771363
61477842,Liberty Glen Aplin,Liberty,Glen Alpin,-28.740151,151.878076
61477843,Liberty Moore Park Beach,Liberty,Moore Park,-24.728749,152.284156
61477845,Puma Taylors Beach Holiday Park,Independent,Taylors Beach,-18.624907,146.325976
61477846,Monkland Store,Independent,Monkland,-26.209159,152.682517
61477850,South Kolan General Store,Independent,South Kolan,-24.931096,152.183716
61477851,Ravenshoe Service Station,Independent,Ravenshoe,-17.612656,145.487356
61477852,Liberty Emerald,Liberty,Emerald,-23.489068,148.144267
61477853,7-Eleven Westbrook,7 Eleven,Westbrook,-27.607336,151.872496
61477855,7-Eleven Mango Hill,7 Eleven,Mango Hill,-27.243694,153.025528
61477856,Freedom Fuels Geebung,Freedom Fuels,Geebung,-27.368371,153.048886
61477857,BP Blackall OPT,BP,Blackall,-24.427996,145.475089
61477858,IOR Petroleum Injune,IOR Petroleum,Injune,-25.840636,148.568638
61477859,United Toowoomba Depot (Unmanned),United,Wellcamp,-27.544835,151.859452
61477860,NightOwl Caltex Westcourt,Caltex,Westcourt,-16.933042,145.756437
61477861,Solo Goondiwindi,SOLO,Goondiwindi,-28.536142,150.314437
61477861,Solo Goondiwindi,Independent,Goondiwindi,-28.536142,150.314437
61477861,Liberty Goondiwindi,Liberty,Goondiwindi,-28.536142,150.314437
61477862,Liberty Bowen,Liberty,Bowen,-20.014306,148.191628
61477863,Liberty Miles,Liberty,Miles,-26.66127,150.1892
61477864,Liberty Kingaroy,Liberty,Kingaroy,-26.536441,151.836465
61477865,The Bell Store,Independent,Bell,-26.932219,151.450168
61477868,Aurukun Bowsers,Independent,Arurukun,-13.354999,141.731248
61477870,Hope Vale Service Station,Independent,Hope Vale,-15.294262,145.109986
61477871,Theodore Fuels,Independent,Theodore,-24.942352,150.075979
61477872,Pacific Fuel Solutions Barcaldine,Pacific Fuel Solutio,Barcaldine,-23.568167,145.280835
61477874,Ampol Golden Nugget Roadhouse,Ampol,Kybong,-26.238351,152.699153
61477875,Crystal Creek Servo,Ampol,Rollingstone,-18.950765,146.284762
61477875,Crystal Creek Servo,Mobil,Rollingstone,-18.950765,146.284762
61477876,BP Riverside,BP,Townsville,-19.316881,146.758744
61477877,7-Eleven Springfield,7 Eleven,Springfield,-27.652003,152.921113
61477878,BP Moonie Crossing OPT,BP,Moonie,-27.716511,150.369002
61477878,United Moonie (Unmanned),United,Moonie,-27.716902,150.369293
61477880,Valley Rural Services,Independent,Finch Hatton,-21.134488,148.664971
61477881,Royal Queensland Yacht Squadron,Independent,Manly,-27.460393,153.190531
61477882,Ampol Morayfield,Ampol,Morayfield,-27.120013,152.955868
61477883,7-Eleven Rothwell,7 Eleven,Rothwell,-27.211453,153.046588
61477885,7-Eleven Strathpine Northbound,7 Eleven,Strathpine,-27.308182,152.989909
61477886,Freedom Fuels Kallangur,Freedom Fuels,Kallangur,-27.254293,152.982244
61477887,United Bowen,United,Bowen,-20.207791,148.378633
61477888,Ampol Foodary Birtinya,Ampol,Birtinya,-26.742463,153.113803
61477889,Ampol Foodary Sippy Downs,Ampol,Sippy Downs,-26.713282,153.070867
61477890,7-Eleven Eight Mile Plains,7 Eleven,Eight Mile Plains,-27.585508,153.103855
61477891,Freedom Fuels Kearneys Spring,Freedom Fuels,Kearneys Spring,-27.600289,151.947016
61477892,Mundubbera Tyre Service,Independent,Mundubbera,-25.592569,151.300192
61477893,Shell Pomona,Shell,Pomona,-26.365633,152.857858
61477894,Flinders Star,Independent,Hughenden,-20.845435,144.199789
61477895,Lake Eacham Tourist Park,Independent,Lake Eacham,-17.295946,145.635925
61477897,7-Eleven Hillcrest,7 Eleven,Hillcrest,-27.663808,153.034714
61477898,Costco Ipswich Fuel Station,Costco,Bundamba,-27.590776,152.820541
61477899,Freedom Fuels Noosaville,Freedom Fuels,Noosaville,-26.412295,153.043063
61477900,Laidley Fuels Pty Ltd,Independent,Laidley,-27.624718,152.394998
61477902,Killarney's Top Shop,Independent,Killarney,-28.341763,152.299207
61477906,Halpin Motors,Independent,St George,-28.037986,148.581832
61477909,Tait Toyota Thargomindah,Independent,THargomindah,-27.996745,143.822806
61477914,Fuel n Shop,Pearl Energy,Urangan,-25.288082,152.906257
61477915,Sharon Service Station & Store,Independent,Sharon,-24.873031,152.262349
61477925,The Oasis Roadhouse,Independent,Conjuboy,-18.879787,144.543919
61477926,Speewah Country Tavern,Independent,Speewah,-16.870951,145.599808
61477927,Karumba Point Service Station,Independent,Karumba,-17.458279,140.833207
61477928,7-Eleven Caboolture East,7 Eleven,Caboolture,-27.086527,152.965843
61477929,United Merrimac,United,Merrimac,-28.045912,153.367603
61477930,EG Ampol Yeppoon,EG Ampol,Yeppoon,-23.142997,150.734557
61477931,United Rockhampton,United,Rockhampton,-23.373181,150.505921
61477932,United Goondiwindi,United,Goondiwindi,-28.535275,150.327447
61477934,7-Eleven Keperra,7 Eleven,Keperra,-27.420339,152.948402
61477936,Ampol Foodary Riverview,Ampol,Riverview,-27.589633,152.829979
61477937,United Woolloongabba,United,Woolloongabba,-27.487822,153.036259
61477938,Pacific Fuel Solutions Charlton,Pacific Fuel Solutio,Charlton,-27.521723,151.857222
61477939,BP Canungra,BP,Canungra,-28.017064,153.165193
61477940,United Sunnybank Hills,United,Sunnybank Hills,-27.590602,153.065182
61477941,Mt Molloy Service Centre,Independent,Mount Molloy,-16.671907,145.330528
61477942,BP Meandarra OPT,BP,Meandarra,-27.328627,149.877556
61477943,7-Eleven Doolandella,7 Eleven,Doolandella,-27.612604,152.987512
61477944,Lockyer Valley Ford,Independent,Gatton,-27.556063,152.280763
61477945,Pacific Fuels Helidon Spa,Pacific Petroleum,Helidon Spa,-27.549811,152.116063
61477946,Ampol Foodary Hendra,Ampol,Hendra,-27.410305,153.072169
61477947,Sarina Beach Road Fuels,Independent,Sarina,-21.415828,149.219338
61477948,7-Eleven Coolum Beach,7 Eleven,Coolum Beach,-26.536219,153.078724
61477949,Metro Petroleum Greenbank,Metro Fuel,Greenbank,-27.696955,153.013378
61477951,Shell Hervey Bay,Shell,Hervey Bay,-25.287391,152.829778
61477953,7-Eleven Bellmere,7 Eleven,Bellmere,-27.088873,152.927698
61477954,Shell Gladstone,Shell,West Gladstone,-23.859154,151.246165
61477956,Shell Tingalpa,Shell,Tingalpa,-27.472876,153.114364
61477957,Coen 24hr Fuel,Independent,Coen,-13.944028,143.200069
61477958,Jacobs Well Store,Independent,Jacobs Well,-27.780634,153.365035
61477959,Shell Rusty's,Shell,Hatton Vale,-27.565693,152.451811
61477960,7-Eleven Park Ridge,7 Eleven,Park Ridge,-27.699136,153.041014
61477961,Freedom Fuels Kawungan,Freedom Fuels,Kawungan,-25.294945,152.837455
61477962,7-Eleven Redland Bay South,7 Eleven,Redland Bay,-27.637063,153.305932
61477963,Ampol Foodary Tingalpa,Ampol,Tingalpa,-27.474268,153.121792
61477964,BP Bay City,BP,Pialba,-25.295843,152.83723
61477965,Simpson Desert Oasis,Independent,Bedourie,-24.355261,139.470904
61477966,Collards Fuel,Independent,Murgon,-26.236012,151.942225
61477968,Sommer Petroleum,Independent,Witta,-26.725786,152.823982
61477969,Liberty Maryborough,Liberty,Maryborough,-25.525615,152.693392
61477970,BP Northern Beaches,BP,Rural View,-21.062383,149.158801
61477971,Ampol Wacol,Ampol,Wacol,-27.593593,152.922823
61477972,Freedom Fuels Darra South,Freedom Fuels,Darra,-27.572119,152.960533
61477974,7-Eleven Regents Park,7 Eleven,Regents Park,-27.688141,153.037822
61477976,Bowenville Bulk Fuel,Independent,Bowenville,-27.303496,151.491304
61477977,Glenore Grove Store,Independent,Glenore Grove,-27.530281,152.407801
61477978,Ampol Nambour,Ampol,Nambour,-26.616946,152.973213
61477979,7-Eleven Eden's Crossing,7 Eleven,Redbank Plains,-27.668674,152.842579
61477980,United Gladstone North,United,Gladstone,-23.842303,151.252153
61477981,Coles Express Ormeau,Coles Express,Ormeau,-27.784906,153.260344
61477982,The Old Empire Café,Independent,Quilpie,-26.613619,144.270709
61477985,Pacific Fuel Solutions Thabeban,Pacific Fuel Solutio,Thabeban,-24.905125,152.34844
61477986,Ampol Foodary Morningside,Ampol,Morningside,-27.456655,153.086998
61477987,Mobil Sheridan Street,Mobil,Cairns North,-16.911853,145.762915
61477988,Liberty Hyde Park,Liberty,Hyde Park,-19.284274,146.797099
61477989,Liberty Bokarina,Liberty,Bokarina,-26.742658,153.128362
61477990,United Petroleum Upper Coomera,United,Upper Coomera,-27.900964,153.287629
61477992,BP Paget,BP,Paget,-21.195772,149.150575
61477993,Walkamin Store,Independent,Walkamin,-17.130479,145.426807
61477995,Caltex Pimpama,Caltex,Pimpama,-27.816295,153.290362
61477996,Liberty Idalia,Liberty,Idalia,-19.310353,146.820871
61477997,EG Ampol Rural View,EG Ampol,Rural View,-21.064225,149.159992
61477998,BP Carmila Service Station,BP,Carmila,-21.908473,149.409313
61477999,7-Eleven Woombye,7 Eleven,Woombye,-26.667271,152.975398
61478001,Mobil Proserpine,Mobil,Proserpine,-20.403382,148.590127
61478002,United Highfields,United,Highfields,-27.452764,151.944301
61478003,Mobil Plainland,Mobil,Plainland,-27.566317,152.422561
61478004,Liberty Margate,Liberty,Margate,-27.242878,153.106846
61478005,EG Ampol Flagstone,EG Ampol,Jimboomba,-27.816427,152.966695
61478006,Main Beach Superyacht Marina,Independent,Main Beach,-27.969073,153.426754
61478007,Coles Express Yarrabilba,Coles Express,Logan Village,-27.779671,153.101107
61478008,7-Eleven Rasmussen,7 Eleven,Rasmussen,-19.35265,146.731569
61478011,United Berrinba,United,Berrinba,-27.676006,153.079084
61478012,Amamoor General Store & Post Office,Independent,Amamoor,-26.343646,152.673337
61478013,Kandanga Fuel,Independent,Kandanga,-26.387583,152.67728
61478014,Liberty Thuringowa,Liberty,Thuringowa,-19.318897,146.728012
61478015,Liberty Imbil,Liberty,Imbil,-26.459179,152.680882
61478017,Wondai Servo,Independent,Wondai,-26.318335,151.871569
61478018,7-Eleven Morayfield East,7 Eleven,Morayfield,-27.109069,152.967637
61478019,Boost Bluff Servo,Independent,Bluff,-23.581927,149.067154
61478020,Liberty Garbutt,Liberty,Garbutt,-19.272658,146.762995
61478021,Caltex Traveston,Caltex,Kybong,-26.342407,152.730514
61478022,United Bethania,United,Bethania,-27.701413,153.158125
61478023,Marano’s Fuel Edmonton,Independent,Edmonton,-17.018926,145.746202
61478024,Liberty Biloela,Liberty,Biloela,-24.404389,150.512194
61478025,Mobil Walloon,Mobil,Walloon,-27.605626,152.665549
61478026,Liberty Warra,Liberty,Warra,-26.930383,150.919735
61478027,United Morayfield,United,Morayfield,-27.104872,152.947012
61478028,Pacific Fuel Solutions Gracemere,Pacific Fuel Solutio,Gracemere,-23.446147,150.441009
61478029,Pearl Energy Harlaxton,Pearl Energy,Harlaxton,-27.529823,151.957587
61478030,7-Eleven Eight Mile Plains Northbound,7 Eleven,Eight Mile Plains,-27.573523,153.090709
61478031,Ampol Harristown,Ampol,Harristown,-27.580633,151.912933
61478032,Pearl Energy Pimpama,Pearl Energy,Coomera,-27.826603,153.330178
61478033,Mobil Hervey Bay,Mobil,Pialba,-25.285204,152.820244
61478034,Mobil Rural View,Mobil,Rural View,-21.06333,149.160132
61478035,7-Eleven Mount Warren Park,7 Eleven,Mount Warren Park,-27.724627,153.212257
61478036,Pacific Fuels Anzac Ave,Pacific Petroleum,Drayton,-27.591205,151.915384
61478037,BP Molendinar,BP,Molendinar,-27.980821,153.375571
61478038,BP Pimpama,BP,Pimpama,-27.822325,153.298123
61478039,Atlas Fuel Yeppoon,Atlas Fuel,Yeppoon,-23.139841,150.7422
61478040,NightOwl Caltex Townsville Hervey Range Road,Caltex,Thuringowa,-19.320136,146.720599
61478041,7-Eleven  Bracken Ridge North,7 Eleven,Bracken Ridge,-27.310024,153.025492
61478042,Liberty Dalby,Liberty,Dalby,-27.170116,151.232533
61478043,Mobil Maleny,Mobil,Maleny,-26.760892,152.854909
61478044,Mobil Aitkenville,Mobil,Aitkenvale,-19.303153,146.761375
61478045,Mobil Warwick,Mobil,Warwick,-28.219717,152.029906
61478046,Pearl Energy Rothwell,Pearl Energy,Rothwell,-27.216622,153.045792
61478047,Pearl Energy Moorooka,Pearl Energy,Moorooka,-27.527527,153.021086
61478048,BP Elliot Springs,BP,Julago,-19.371135,146.898687
61478049,Metro Petroleum Fernvale,Metro Fuel,Fernvale,-27.452986,152.650441
61478050,7-Eleven Logan Village,7 Eleven,Logan Village,-27.769654,153.104977
61478051,Atlas Fuel Gympie,Atlas Fuel,Gympie,-26.181586,152.652101
61478052,BP Brendale,BP,Brendale,-27.326494,152.982328
61478053,Ampol Foodary Yarrabilba South,Ampol,Yarrabilba,-27.815734,153.122836
61478054,Clifton Fuels,Independent,Clifton,-27.930007,151.906225
61478055,Liberty Bundaberg Airport,Liberty,Bundaberg,-24.894169,152.320579
61478056,BP Moorooka,BP,Moorooka,-27.534769,153.014389
61478057,7-Eleven Chandler,7 Eleven,Chandler,-27.516283,153.182017
61478058,Metro Petroleum Blackwater,Metro Fuel,Blackwater,-23.585357,148.884533
61478059,EG Ampol Brendale,EG Ampol,Brendale,-27.314974,152.966779
61478087,Caltex Crestmead,Caltex,Creastmead,-27.693766,153.07742
61478088,7-Eleven Burdell,7 Eleven,Burdell,-19.254645,146.70228
61478089,7-Eleven Brisbane East,7 Eleven,East Brisbane,-27.48843,153.048528
61478091,Mobil Berserker,Mobil,Berserker,-23.37154,150.519524
61478092,Mobil Rockhampton,Mobil,Rockhampton,-23.374035,150.503471
61478093,7-Eleven Sandstone Point,7 Eleven,Sandstone Point,-27.071004,153.134228
61478094,7-Eleven Beaudesert,7 Eleven,Beaudesert,-27.984052,152.995763
61478095,Caltex Rockville,Caltex,Rockville,-27.540819,151.942844
61478097,Dalby Rural Supplies,Independent,Dalby,-27.17779,151.252698
61478098,Atlas Fuel St Helens,Atlas Fuel,St Helens,-25.505012,152.711054
61478101,Elborne’s Tyres,Independent,Millmerran,-27.878597,151.269042
61478103,Oakey Pie Face,United,Oakey,-27.449495,151.716041
61478104,Yandaran Store,Independent,Yandaran,-24.721382,152.113242
61478106,7-Eleven Cornubia,7 Eleven,Cornubia,-27.670282,153.202986
61478109,BP Augustine Heights,BP,Augustine Heights,-27.672269,152.895254
61478110,Metro Petroleum Childers,Metro Fuel,Childers,-25.234609,152.273601
61478111,BP Glenwood,BP,Kanigan,-25.960646,152.596958
61478112,Ampol Windsor,Ampol,Windsor,-27.436703,153.023236
61478113,Coominya Store,Independent,Coominya,-27.391256,152.50193
61478114,7-Eleven Mount Gravatt,7 Eleven,Mount Gravatt,-27.535164,153.076301
61478114,7-Eleven Mount Gravatt,7 Eleven,Mount Gravatt,-27.535494,153.076548
61478115,Metco Petroleum Warwick,Independent,Warwick,-28.218218,152.034858
61478116,7-Eleven Bushland Beach,7 Eleven,Bushland Beach,-19.200299,146.673699
61478117,Sure Ogmore Tuck Stop,Shell,Ogmore,-22.688154,149.627334
61478118,Ampol Farleigh,Ampol,Glenella,-21.106585,149.097318
61478119,Mobil Gracemere,Mobil,Gracemere,-23.438507,150.457624
61478120,RD Fuel Supplies,Independent,Moranbah,-22.036805,148.027518
61478121,Caltex Garbutt,Caltex,Garbutt,-19.269718,146.773945
61478122,Mobil Richmond,Mobil,Richmond,-21.096632,149.160008
61478123,Metro Bowen,Metro Fuel,Bowen,-20.011323,148.237294
61478187,IOR Yatala South,IOR Petroleum,Ormeau,-27.760897,153.248957
61478188,BP Normanton Foodworks,BP,Normanton,-17.673268,141.07459
61478189,Yelarbon Roadhouse,Independent,Yelarbon,-28.572268,150.75256
61478190,Shell Reddy Express Currumbin,Reddy Express,Currumbin Waters,-28.14647,153.476798
61478190,Coles Express Currumbin,Coles Express,Currumbin Waters,-28.146154,153.477007
61478191,7-Eleven Maryborough,7 Eleven,Maryborough,-25.537259,152.695557
61478192,7-Eleven Wilsonton,7 Eleven,Wilsonton,-27.543508,151.923754
61478193,7-Eleven Northgate,7 Eleven,Northgate,-27.391787,153.071175
61478194,Ampol Robina Parkway,Ampol,Robina,-28.08149,153.382509
61478196,Pearl Energy Robina,Pearl Energy,Robina,-28.0915,153.395626
61478197,Liberty Dulacca,Liberty,Dulacca,-26.643414,149.761182
61478198,United Mitchelton,United,Mitchelton,-27.414556,152.977174
61478199,7-Eleven Gympie South,7 Eleven,Southside,-26.199012,152.648161
61478200,Mobil Chinchilla,Mobil,Chinchilla,-26.743116,150.634289
61478201,Metro Caboolture South,Metro Fuel,Caboolture South,-27.093442,152.949399
61478202,Caltex Upper Coomera,Caltex,Upper Coomera,-27.850566,153.301994
61478203,Costco Fuel Gold Coast,Costco,Coomera,-27.850829,153.314369
61478204,Mobil Gatton,Mobil,Gatton,-27.552843,152.308104
61478205,7-Eleven North Cairns,7 Eleven,Cairns North,-16.906067,145.759935
61478206,United Paget (TK),United,Paget,-21.170421,149.153656
61478207,BP underwood South,BP,Underwood,-27.612313,153.122023
61478208,Ampol Yatala,Ampol,Yatala,-27.737566,153.228674
61478209,7-Eleven Aitkenvale,7 Eleven,Aitkenvale,-19.295815,146.771527
61478210,7-Eleven Ormeau Hills,7 Eleven,Ormeau Hills,-27.793512,153.258674
61478211,Metro Petroleum Walkerston,Metro Fuel,Walkerston,-21.160166,149.063728
61478212,Pitt Stop Classic Café,Independent,Seaforth,-20.899741,148.964986
61478213,Caltex Willawong,Caltex,Willawong,-27.594141,153.005873
61478214,Arek Fuel,Independent,Pittsworth,-27.717424,151.629264
61478216,Mobil Dalby,Mobil,Dalby,-27.181539,151.261897
61478217,Helidon Mechanical Service,Independent,Helidon,-27.548578,152.124462
61478218,United Beaudesert,United,Beaudesert,-27.969366,152.996921
61478219,EG Ampol Caboolture South,EG Ampol,Caboolture South,-27.096208,152.948885
61478220,EG Ampol Ripley South,EG Ampol,South Ripley,-27.691211,152.802974
61478221,Hope Energy Molendinar,Independent,Molendinar,-27.987202,153.356771
61478222,Caltex Coopers Plains,Caltex,Coopers Plains,-27.57206,153.035099
61478223,Atlas Fuel Holmview,Atlas Fuel,Holmview,-27.711371,153.173111
61478224,Perrys Cecil Plains,Perrys,Cecil Plains,-27.533531,151.199088
61478225,Perrys Maclagan,Perrys,Maclagan,-27.084077,151.633892
61478226,BP Paradise Gardens,BP,Thornlands,-27.566418,153.249913
61478227,United Slacks Creek,United,Slacks Creek,-27.625795,153.117524
61478228,Heathy's General Store,Independent,Maclagan,-27.084394,151.634513
61478229,EG Ampol Baringa,EG Ampol,Baringa,-26.811563,153.068923
61478230,Killarney Fuel Station,Independent,Killarney,-28.336769,152.295797
61478231,7-Eleven Kedron,7 Eleven,Kedron,-27.398829,153.031883
61478232,Perrys Jandowae,Perrys,Jandowae,-26.76715,151.097821
61478233,7-Eleven Chuwar,7 Eleven,Chuwar,-27.572479,152.790404
61478234,Ban Ban Springs Roadhouse,Independent,Ban Ban Springs,-25.680242,151.815322
61478234,Caltex Ban Ban Springs,Caltex,Ban Ban Springs,-25.680214,151.815287
61478235,Pearl Energy Gin Gin,Pearl Energy,Gin Gin,-24.990349,151.954614
61478236,NightOwl Shell Karawatha,Shell,Karawatha,-27.651203,153.075828
61478242,Caltex Rainbow Beach,Caltex,Rainbow Beach,-25.910619,153.08913
61478243,NightOwl BP Anderson Street,BP,Manunda,-16.914498,145.748724
61478245,Horrocks Mechanical,Independent,Quinalow,-27.109437,151.622803
61478246,NightOwl Shell Dakabin,Shell,Dakabin,-27.225416,152.990617
61478247,IOR Lytton,IOR Petroleum,Lytton,-27.429574,153.140804
61478248,OTR Swanbank,On the Run,Swanbank,-27.675349,152.836385
61478249,Caltex Richlands,Caltex,Richlands,-27.59943,152.949286
61478250,Pearl Energy Sarina,Pearl Energy,Sarina,-21.420668,149.21699
61478251,Pearl Energy Urraween,Pearl Energy,Urraween,-25.294114,152.836927
61478252,Liberty Home Hill,Liberty,Home Hill,-19.666393,147.415697
61478254,Liberty Cardwell,Liberty,Cardwell,-18.261865,146.023038
61478255,Mobil Roma,Mobil,Roma,-26.574104,148.819513
61478256,Pacific Fuel Solutions Hemmant,Pacific Fuel Solutio,Hemmant,-27.444308,153.12575
61478257,7-Eleven Ripley North,7 Eleven,Ripley,-27.672851,152.784625
61478258,BARA FUELS FOREST HILL,Independent,Forest Hill,-27.587703,152.359925
61478259,Caltex Mareeba,Caltex,Mareeba,-16.995151,145.466776
61478260,Browns Slipway,United,Mooloolaba,-26.68482,153.130755
61478261,Pacific Fuels Toowoomba North,Pacific Fuel Solutio,Harlaxton,-27.540711,151.947704
61402476,BP Seymours Toyota,BP,Toogoolawah,-27.087184,152.376634
61477120,Archer River Roadhouse,Independent,Archer River,-13.437979,142.942231
61477841,Badu Express,Independent,Badu Island,-10.163356,142.166383
61477913,Orchid Beach Trading Post,Independent,Fraser Island,-24.960175,153.314663
61401520,Pacific Petroleum Beenleigh,Unknown,Beenleigh,-27.708448,153.202966
61402340,United Ingham,Unknown,Ingham,-18.650149,146.156221
61477845,Puma Taylors Beach Holiday Park,Unknown,Taylors Beach,-18.624907,146.325976
