SiteId,Site_Name,Site_Brand,Site_Suburb,Lat,Lon
61402459,EG Ampol Maryborough,EG Ampol,Maryborough,-25.540576,152.699575
61402460,EG Ampol Berserker,EG Ampol,Rockhampton North,-23.358706,150.524191
61402461,United Hervey Bay,United,Hervey Bay,-25.289878,152.812477
61402462,EG Ampol Pimlico,EG Ampol,Pimlico,-19.271065,146.789461
61402464,Point Lookout Roadhouse,Independent,Point Lookout,-27.423133,153.516415
61402467,Puma Tamborine Central,Puma Energy,Mount Tamborine,-27.881476,153.129679
61402469,Liberty Kooralbyn General Store,Liberty,Kooralbyn,-28.085152,152.842114
61402470,Locals Servo Blackbutt,Independent,Blackbutt,-26.885758,152.103241
61402471,United Colinton,United,Colinton,-26.931118,152.323963
61402472,Ampol Harlin,Ampol,Harlin,-26.974699,152.359306
61402472,Harlin Roadhouse,Independent,Harlin,-26.974699,152.359306
61402475,BP Tarampa,BP,Tarampa,-27.485122,152.547433
61402484,Freedom Fuels Pittsworth,Freedom Fuels,Pittsworth,-27.714049,151.636993
61402485,BP Captain's Mountain,BP,Millmerran,-27.930658,151.169353
61402489,BP Depot Goondiwindi,BP,Goondiwindi,-28.534564,150.315232
61402490,BP Oakey,BP,Oakey,-27.441064,151.720381
61402492,Wandoan Fuels,Independent,Wandoan,-26.125355,149.961637
61402495,BP Blackall SS,BP,Blackall,-24.427933,145.475089
61402496,Blackall Motel,Woodham Petroleum,Blackall,-24.421788,145.457245
61402497,BP Augathella,BP,Augathella,-25.793704,146.592853
61402500,Explorer Rest,Lowes,THargomindah,-27.994204,143.823007
61402503,BP Wamuran,BP,Wamuran,-27.038965,152.858722
61402505,Liberty Maleny,Liberty,Maleny,-26.755459,152.842432
61402506,Liberty Goomboorian,Liberty,Goomboorian,-26.090635,152.767228
61402507,BP Gympie West,BP,Gympie,-26.181439,152.663326
61402508,Widgee General Store,BP,Widgee,-26.202068,152.438413
61402509,BP Kenilworth Garage,BP,Kenilworth,-26.594815,152.727703
61402512,Goomeri Fuels and Roadhouse,BP,Goomeri,-26.186167,152.068585
61402513,Wondai Depot,BP,Wondai,-26.319934,151.867996
61402514,John Jackson Motors,BP,Hivesville,-26.178247,151.691416
61402517,BP Isis River,BP,Isis River,-25.255678,152.364415
61402519,Mckays Fuel & Rural Supplies,BP,Mount Perry,-25.181407,151.64485
61402525,BP Marmor,BP,Marmor,-23.682097,150.713413
61402528,Ampol Lotus Creek,Ampol,Marlborough,-22.348141,149.102503
61402531,Springsure Roadhouse,BP,Springsure,-24.124627,148.097737
61402532,Tilstons Garage,BP,Alpha,-23.648761,146.639758
61402539,Arcadia Store,Independent,Arcadia,-19.151995,146.861545
61402544,BP Cloncurry OPT,BP,Cloncurry,-20.713897,140.506291
61402545,Cloncurry Roadhouse,Puma Energy,Cloncurry,-20.706661,140.509816
61402548,Mobil Mourilyan,Mobil,Mourilyan,-17.582374,146.040919
61402549,Zenna's General Store,Independent,Babinda,-17.337568,145.927732
61402551,BP Lakeland Coffee House & Store,BP,Lakeland,-15.859027,144.855064
61402553,Mobil Cooktown,Mobil,Cooktown,-15.472567,145.220548
61402555,Astron Twin Rivers,Astron,Deeral,-17.222368,145.915444
61402557,BP Millmerran,BP,Millmerran,-27.877861,151.269745
61402559,Wessel Petroleum Cooroy,Independent,Cooroy,-26.417086,152.911927
61402561,The White Bull Roadhouse,Independent,Aramac,-22.974295,145.245118
61402562,BP Dysart,BP,Dysart,-22.587808,148.344739
61402563,Walkerston Fuel,BP,Walkerston,-21.161515,149.068726
61402564,Gargett General Store,BP,Gargett,-21.156004,148.743175
61402565,Calen Petrol,Independent,Calen,-20.903506,148.780357
61402566,Mobil Magnetic Adventure and Hire,Mobil,Nelly Bay,-19.153588,146.849734
61402567,BP Innisfail,BP,Innisfail,-17.52653,146.028356
61402568,Tall Timbers Roadhouse,BP,Ravenshoe,-17.617231,145.485043
61402571,Mount Molloy Servo and Post Office,Independent,Mount Molloy,-16.676116,145.330486
61402576,The Tolga Garage,Independent,Tolga,-17.223831,145.478921
61402578,BP The Top Service Station,BP,Normanton,-17.674168,141.074539
61402581,Ibis Thursday Island Service Station,Independent,Thursday Island,-10.584769,142.21514
61402582,Shell Moonie Crossroads,Shell,Moonie,-27.717523,150.370057
61402582,Puma Moonie Crossroads,Puma Energy,Moonie,-27.717523,150.370057
61402584,Pacific Fuel Solutions Nambour Depot,Pacific Fuel Solutio,Nambour,-26.616033,152.983726
61402587,Gore Roadhouse,Independent,Gore,-28.295122,151.489138
61402590,Crows Nest Fuel Supplies,Independent,Crows Nest,-27.262228,152.055307
61402592,T & H Service Dalby,Independent,Dalby,-27.188281,151.268098
61402593,Ampol Foodary Dalby,Ampol,Dalby,-27.173515,151.242841
61402594,OMM Miles Roadhouse,Independent,Miles,-26.660062,150.189088
61402595,Taroom Fuels,Ampol,Taroom,-25.642432,149.79465
61402601,Ampol Gympie,Ampol,Gympie,-26.221399,152.694577
61402603,Jones Hill Store Gympie,Independent,Gympie,-26.226493,152.671141
61402607,Freedom Fuels Kingaroy,Freedom Fuels,Kingaroy,-26.548015,151.838461
61402609,Stargazers Yarraman,Independent,Yarraman,-26.842225,151.981729
61402610,United Nanango,United,Nanango,-26.673343,152.001022
61402614,Liberty Gin Gin,Liberty,Gin Gin,-24.989596,151.954873
61402615,Jo's Roadhouse Avondale,Independent,Avondale,-24.752176,152.134312
61402616,Ampol Foodary Agnes Water,Ampol,Agnes Water,-24.212521,151.902673
61402617,Ampol Foodary Boyne Island,Ampol,Boyne Island,-23.954866,151.351846
61402619,United Bouldercombe,United,Bouldercombe,-23.561179,150.473611
61402621,Stanwell Store,Independent,Stanwell,-23.485018,150.324793
61402622,Ampol Foodary Yeppoon,Ampol,Yeppoon,-23.197792,150.658153
61402624,Ampol Nebo,Ampol,Nebo,-21.683419,148.692886
61402625,Ampol Marian,Ampol,Marian,-21.144118,148.943563
61402626,Caltex Crokers Calen,Caltex,Calen,-20.887741,148.756648
61402631,Midway Service Station,Liberty,Richmond,-20.736889,143.146207
61402633,Portsmith Petroleum Cooktown,Caltex,Cooktown,-15.474557,145.249708
61402635,Georgetown Roadhouse,Independent,Georgetown,-18.29036,143.549411
61402636,Yungaburra Pit Stop,Independent,Yungaburra,-17.271646,145.583863
61402638,Central Servo Ravenshoe,Independent,Ravenshoe,-17.608114,145.483306
61402639,Cam's Corner Servo & Mini Mart,Independent,Karumba,-17.484322,140.839459
61402642,Mobil Kalbar,Mobil,Kalbar,-27.939097,152.622307
61402643,United Southbrook,United,Southbrook,-27.636739,151.743976
61402644,NightOwl Shell East Toowoomba,Shell,Toowoomba East,-27.566926,151.975864
61402645,Gowrie One Stop Convenience Centre,Independent,Gowrie Junction,-27.494551,151.889257
61402646,Meringandan Produce and Trading Place,Independent,Meringandan,-27.423259,151.887346
61402647,Pacific Fuel Solutions Fisher Park,Pacific Fuel Solutio,Tregony,-28.062466,152.364394
61402648,Mobil Texas,Mobil,Texas,-28.849219,151.163899
61402650,BP St George OPT,BP,St George,-28.045213,148.590625
61402663,Roadrunner Roadhouse,Ampol,Cloncurry,-20.706766,140.522374
61402664,EG Ampol Ingham,EG Ampol,Ingham,-18.647276,146.160224
61402670,Lakeland Roadhouse,Independent,Lakeland,-15.862918,144.858526
61402671,Mobil Miriwinni,Mobil,Miriwinni,-17.399419,145.908826
61402677,Caltex Curra,Caltex,Curra,-26.083747,152.581367
61402678,Caltex Dayboro,Caltex,Dayboro,-27.196015,152.825797
61402681,BP Tinana South,BP,Tinana South,-25.576858,152.654887
61402692,Shell Cooktown,Shell,Cooktown,-15.468094,145.249549
61402693,United Charleville,United,Charleville,-26.405698,146.243674
61402696,Darr Creek Oasis,Independent,Jandowae,-26.495287,151.141223
61402697,JCM Auto and Fuel St George,Independent,St George,-28.036552,148.580053
61402699,United Tiaro,United,Tiaro,-25.730296,152.582659
61402704,Puma Julia Creek,Puma Energy,Julia Creek,-20.657425,141.739831
61402707,Puma Collinsville Top Shop,Puma Energy,Collinsville,-20.546968,147.840925
61402710,Mobil Tamborine Mtn Service Station,Mobil,Mount Tamborine,-27.928027,153.184516
61402711,The Servo Pentland,Independent,Pentland,-20.526247,145.396657
61402714,United McKinlay (Unmanned),United,McKinlay,-21.271724,141.28895
61402715,Shell Rainbow Beach,Shell,Rainbow Beach,-25.905187,153.090079
61402719,Pacific Glenwood Roadhouse,Pacific Fuel Solutio,Glenwood,-25.929851,152.604129
61402720,Metro Petroleum Texas,Metro Fuel,Texas,-28.852243,151.163821
61402721,Puma Inglewood,Puma Energy,Inglewood,-28.417432,151.077997
61402730,S24 Zilzie,Caltex,Emu Park,-23.267536,150.820126
61402731,Caltex Clermont,Caltex,Clermont,-22.821586,147.640939
61402732,EG Ampol Currimundi,EG Ampol,Currimundi,-26.773687,153.122194
61402735,United Mudgeeraba,United,Mudgeeraba,-28.088026,153.380425
61402736,Ampol Foodary Worongary,Ampol,Worongary,-28.049734,153.354304
61402737,Freedom Fuels Hope Island,Freedom Fuels,Hope Island,-27.878221,153.373606
61402739,Liberty Eight Mile Plains,Liberty,Eight Mile Plains,-27.573628,153.078391
61402740,Ampol Foodary Emerald,Ampol,Emerald,-23.534054,148.17289
61402741,EG Ampol Bowen,EG Ampol,Bowen,-20.000791,148.237708
61402742,EG Ampol Mackay,EG Ampol,Mackay,-21.139036,149.180263
61402744,Independent Alpha Gateway,Independent,Alpha,-23.649448,146.638186
61402745,Puma Roseneath Unmanned,Puma Energy,Roseneath,-19.376683,146.830141
61402745,Caltex Roseneath Unmanned,Caltex,Roseneath,-19.376683,146.830141
61402748,7-Eleven Labrador,7 Eleven,Labrador,-27.948955,153.408256
61402748,7-Eleven Labrador,Unknown,Labrador,-27.948955,153.408256
61402749,Ampol Yatala South Diesel Stop,Ampol,Yatala South,-27.759802,153.246844
61402750,Ampol Caloundra Diesel Stop,Ampol,Caloundra West,-26.789977,153.111388
61402751,Ampol Kawana Waters Diesel Stop,Ampol,Kawana Waters,-26.729566,153.123793
61402753,Ampol Noosaville Diesel Stop,Ampol,Noosaville,-26.408059,153.044794
61402755,Metro Petroleum Harristown,Metro Fuel,Harristown,-27.566281,151.930954
61402756,7-Eleven Oxenford,7 Eleven,Oxenford,-27.886267,153.313444
61402757,Ampol Winton,Ampol,Winton,-22.380343,143.047525
61402758,Liberty Bargara,Liberty,Bargara,-24.815992,152.461165
61402759,BP Boyne Island,BP,Boyne Island,-23.960059,151.346473
61402760,Liberty Monkland,Liberty,Monkland,-26.219737,152.686318
61402762,EG Ampol Karalee,EG Ampol,Karalee,-27.571411,152.799517
61402763,Pacific Fuel Solutions Bundaberg East,Pacific Fuel Solutio,Bundaberg,-24.855793,152.371117
61402765,Pacific Fuel Solutions Caboolture,Pacific Fuel Solutio,Caboolture,-27.087531,152.980481
61402766,Puma Mosman Park,Puma Energy,Charters Towers,-20.096662,146.253415
61402766,Caltex Mosman Park,Caltex,Mosman Park,-20.09671,146.253009
61402767,Lowes BP Cunnamulla OPT,Lowes,Cunnamulla,-28.062292,145.693609
61402768,IOR Gladstone,IOR Petroleum,Gladstone,-23.840878,151.245514
61402769,United Koah,United,Koah,-16.894801,145.568161
61402770,Mobil Mareeba,Mobil,Mareeba,-16.999285,145.423261
61402775,Metro Petroleum Bowen,Metro Fuel,Bowen,-19.980058,148.229677
61402776,Ampol Rockhampton North Depot Front,Ampol,Rockhampton North,-23.360692,150.511336
61402777,7-Eleven Hope Island,7 Eleven,Hope Island,-27.880507,153.334027
61402778,EG Ampol Mountain Creek,EG Ampol,Mountain Creek,-26.693809,153.090508
61402779,EG Ampol Dalby,EG Ampol,Dalby,-27.187735,151.267702
61402780,EG Ampol Noosaville,EG Ampol,Noosaville,-26.414863,153.048055
61402781,EG Ampol Helensvale,EG Ampol,Helensvale,-27.928981,153.334948
61402784,United Cannonvale,United,Cannonvale,-20.289922,148.676548
61402786,BP Highfields,BP,Highfields,-27.466492,151.950061
61402788,Tin Can Bay Travelstop,Independent,Tin Can Bay,-25.912429,153.006538
61402794,Puma Innisfail,Puma Energy,Goondi Bend,-17.518273,146.010886
61402794,Puma Innisfail,Puma Energy,Innisfail,-17.518273,146.010886
61402794,Ampol Goondi Bend,Ampol,Goondi Bend,-17.518273,146.010886
61402795,BP Mossman,BP,Mossman,-16.482934,145.375216
61402796,BP Nebo Junction Cafe,BP,Nebo,-21.634189,148.692748
61402798,Astron Silkwood,Astron,Silkwood,-17.748223,146.02742
61402799,BP Travel Centre Yeppoon,BP,Yeppoon,-23.142595,150.735352
61402800,Ampol Wangan,Ampol,Wangan,-17.578004,146.00668
61402804,Shell Injune Roadhouse,Shell,Injune,-25.840318,148.567474
61402805,BP Kilcoy,BP,Kilcoy,-26.946778,152.565301
61402806,Liberty Kilkivan,Liberty,Kilkivan,-26.085394,152.242222
61402809,Shell Goomeri,Shell,Goomeri,-26.185066,152.068558
61402811,Weipa Servicentre,Shell,Rocky Point,-12.629404,141.879928
61402812,United Home Hill,United,Home Hill,-19.667293,147.415681
61402813,BP Connect North Lakes,BP,Mango Hill,-27.241783,153.023035
61402814,Freedom Fuels Dalby,Unknown,Dalby,-27.179311,151.258906
61402814,Freedom Fuels Dalby,Freedom Fuels,Dalby,-27.179311,151.258906
61402815,NightOwl Shell Pialba,Shell,Pialba,-25.281784,152.839546
61402815,Shell Pialba,Shell,Pialba,-25.281784,152.839546
61402816,EG Ampol Springfield,EG Ampol,Springfield,-27.678796,152.904103
61402817,Ballandean General Store,Independent,Ballandean,-28.799518,151.842319
61402818,Locals Servo Boonah,Independent,Boonah,-27.999261,152.683696
61402818,Caltex Boonah,Caltex,Boonah,-27.999261,152.683696
61402820,Mobil Bundaberg,Mobil,Bundaberg Central,-24.870034,152.349814
61402821,BP Fairfield Waters,BP,Idalia,-19.308622,146.805787
61402824,EG Ampol Ormeau,EG Ampol,Ormeau,-27.786484,153.252598
61402826,Lindenberg and Co Pittsworth,Ampol,Pittsworth,-27.715066,151.636903
61402827,United Cairns North,United,Sheridan,-16.910989,145.763248
61402828,United Woree,United,Woree,-16.952977,145.751707
61402829,Astron Burrum Heads,Astron,Burrum Heads,-25.192228,152.611561
61402830,EG Ampol Calamvale,EG Ampol,Calamvale,-27.611842,153.053857
61402831,EG Ampol Mission Beach,EG Ampol,Mission Beach,-17.899285,146.093062
61402833,OOM Energy Elanora,Independent,Elanora,-28.133233,153.443308
61402834,EG Ampol Enoggera,EG Ampol,Enoggera,-27.429502,152.989147
61402834,EG Ampol Enoggera,EG Ampol,Enoggera,-27.429482,152.98915
61402837,EG Ampol Greenbank,EG Ampol,Greenbank,-27.736708,152.984203
61402838,Kookaburra's Store,Independent,Mirani,-21.158551,148.863166
61402839,EG Ampol Kirwan,EG Ampol,Kirwan,-19.301326,146.735269
61402840,7-Eleven Toowoomba East,7 Eleven,Toowoomba East,-27.550711,151.954846
61402841,EG Ampol Innisfail,EG Ampol,Innisfail,-17.523872,146.019647
61402842,Rapid Petroleum,Independent,Wilsonton,-27.551896,151.917025
61402844,Coles Express Mango Hill,Coles Express,Mango Hill,-27.242614,153.023824
61402845,EG Ampol Underwood,EG Ampol,Underwood,-27.606172,153.109075
61402847,Ampol Foodary Augustine Heights,Ampol,Brookwater,-27.6656,152.891102
61402848,EG Ampol Toowoomba,EG Ampol,Toowoomba,-27.568387,151.951792
61402849,7-Eleven Sanctuary Cove,7 Eleven,Sanctuary Cove,-27.877924,153.366772
61402850,EG Ampol Roma,EG Ampol,Roma,-26.574586,148.793569
61402852,7-Eleven Warner,7 Eleven,Warner Lakes,-27.310411,152.962762
61402853,EG Ampol Millbank,EG Ampol,Bundaberg,-24.878779,152.328367
61402854,Goomboorian Travel Stop,Independent,Goomboorian,-26.074171,152.782009
61402855,EG Ampol Childers,EG Ampol,Childers,-25.232512,152.271148
61402856,EG Ampol Idalia,EG Ampol,Idalia,-19.316525,146.818222
61402857,EG Ampol Cannonvale,EG Ampol,Cannonvale,-20.290429,148.676229
61402859,Ampol Booral Unmanned,Ampol,Urangan,-25.305994,152.888818
61402860,United Arundel,United,Arundel,-27.923416,153.354208
61402861,Mobil Guthalungra,Mobil,Guthalungra,-19.923814,147.843529
61402862,BP Miles Roadhouse,BP,Miles,-26.659483,150.189067
61402865,BP Hervey Bay Airport,BP,Urangan,-25.323004,152.891953
61402866,BP Biggenden,BP,Biggenden,-25.507345,152.046562
61402867,United Etonvale,United,Cambooya,-27.715018,151.911805
61402868,7-Eleven Pacific Pines,7 Eleven,Pacific Pines,-27.946102,153.320797
61402869,United Gordonvale Cairns Road,United,Gordonvale,-17.084737,145.776124
61402872,Ampol Bundamba (Citiswich) Diesel Stop,Ampol,Bundamba,-27.588319,152.818099
61402873,Ampol Parkinson Diesel Stop,Ampol,Parkinson,-27.657037,153.033904
61402874,Transwest Wellcamp,Independent,Charlton,-27.541573,151.868107
61402875,7-Eleven Ningi,7 Eleven,Ningi,-27.062101,153.079369
61402876,EG Ampol Bowen Hills,EG Ampol,Bowen Hills,-27.439307,153.040028
61402877,Ampol Roma Diesel Stop,Ampol,Roma,-26.576281,148.820851
61402878,BP Amberley,BP,Purga,-27.658801,152.708824
61402879,EG Ampol Gympie Southside,EG Ampol,Gympie Southside,-26.197576,152.665402
61402880,7-Eleven Raceview,7 Eleven,Raceview,-27.634495,152.774545
61402881,EG Ampol Gracemere,EG Ampol,Gracemere,-23.432119,150.454621
61402882,EG Ampol Bargara,EG Ampol,Bargara,-24.818755,152.455342
61402883,Weipa Servicentre,Shell,Evans Landing,-12.659962,141.853564
61402884,United Upper Coomera,United,Upper Coomera,-27.853687,153.299218
61402885,EG Ampol Pialba,EG Ampol,Pialba,-25.285918,152.825035
61402886,EG Ampol Kirkwood,EG Ampol,Kirkwood,-23.896906,151.244968
61402887,EG Ampol Ooralea,EG Ampol,Ooralea,-21.175126,149.150176
61402888,EG Ampol Holmview,EG Ampol,Holmview,-27.710359,153.160168
61402889,7-Eleven Holmview,7 Eleven,Holmview,-27.709936,153.160533
61402890,Ampol Foodary Upper Coomera,Ampol,Upper Coomera,-27.849474,153.299968
61402891,Shell Reddy Express Edmonton,Reddy Express,Edmonton,-17.020111,145.728623
61402892,Shell Reddy Express Gympie,Reddy Express,Gympie,-26.197682,152.665579
61402893,Ampol Blackwater Diesel Stop,Ampol,Blackwater,-23.585422,148.886731
61402894,Caltex Loganlea,Caltex,Loganlea,-27.668764,153.125206
61402895,Ampol Foodary Gladstone Blain Drive,Ampol,Gladstone,-23.855311,151.232659
61402897,EG Ampol Kallangur,EG Ampol,Kallangur,-27.250873,152.993107
61402898,Ampol Foodary Burdell,Ampol,Burdell,-19.256257,146.701255
61402899,United Charleville North,United,Charleville,-26.416339,146.248195
61402901,EG Ampol Emerald East,EG Ampol,Emerald,-23.533984,148.173883
61402902,Astron Cannon Valley,Astron,Airlie Beach,-20.299585,148.670731
61402903,Coles Express Upper Coomera,Coles Express,Upper Coomera,-27.850723,153.300463
61402904,EG Ampol Aitkenvale,EG Ampol,Aitkenvale,-19.296397,146.771593
61402905,Berrinba Diesel Stop,Ampol,Berrinba,-27.649618,153.076129
61402906,United South Gladstone,United,South Gladstone,-23.867551,151.272169
61402908,Ampol Foodary North Lakes,Ampol,North Lakes,-27.239569,153.009238
61402909,Pacific Fuel Solutions Labrador,Pacific Fuel Solutio,Arundel,-27.937774,153.385147
61402910,G R Motors,Independent,Clermont,-22.823677,147.640231
61402911,Ampol Foodary Gympie Southside,Ampol,Gympie,-26.199826,152.649058
61402911,Ampol Foodary Gympie Southside,Ampol,Gympie,-26.199789,152.649328
61402912,EG Ampol Highfields,EG Ampol,Highfields,-27.450696,151.945956
61402913,Pacific Fuel Solutions Blacksoil,Pacific Fuel Solutio,Blacksoil,-27.576244,152.706606
61402914,Pacific Fuel Solutions Toowoomba,Pacific Fuel Solutio,Charlton,-27.544101,151.859883
61402915,7-Eleven Robina,7 Eleven,Robina,-28.090194,153.39086
61402916,Ampol Gracemere Diesel Stop,Ampol,Gracemere,-23.447092,150.437341
61402917,Ampol Coolum Diesel Stop,Ampol,Coolum Beach,-26.522122,153.058093
61402918,Freedom Fuels Loganholme,Freedom Fuels,Loganholme,-27.689671,153.190573
61402919,EG Ampol Harristown,EG Ampol,Harristown,-27.566503,151.931764
61402920,7-Eleven Worongary,7 Eleven,Carrara,-28.033015,153.352948
61440098,OOM Energy Wulguru,Independent,Wulguru,-19.331875,146.825852
61451561,Mobil Edmonton,Mobil,Edmonton,-17.023495,145.746085
61451563,Shell Reddy Express Mareeba,Reddy Express,Mareeba,-16.990111,145.422181
61451565,Shell Reddy Express Currajong,Reddy Express,Currajong,-19.273089,146.781958
61451566,Shell Reddy Express Reservoir (Qld),Reddy Express,Manoora,-16.918999,145.740748
61451567,Shell Reddy Express Cairns Sheridan St,Reddy Express,Cairns North,-16.908086,145.760391
61451568,Shell Reddy Express Mackay Broadsound Rd,Reddy Express,Mackay,-21.167386,149.153701
61451569,Shell Reddy Express Wulguru,Reddy Express,Wulguru,-19.328388,146.822857
61451570,Shell Reddy Express Garbutt,Reddy Express,Garbutt,-19.264849,146.770708
61451571,Shell Reddy Express Ingham,Reddy Express,Ingham,-18.646475,146.16208
61451572,Shell Reddy Express Smithfield (Qld),Reddy Express,Smithfield,-16.842341,145.694927
61451575,BP Bowen,BP,Bowen,-20.010187,148.244749
61451576,Choice Red Bull,Choice,Rockhampton,-23.389561,150.507079
61451577,Shell Reddy Express Rockhampton North,Reddy Express,Rockhampton North,-23.358454,150.523735
61451578,Shell Reddy Express Mackay Nebo Rd,Reddy Express,Mackay,-21.154032,149.165968
61451579,Shell Reddy Express Delta Bruce Hwy,Reddy Express,Bowen,-20.016673,148.191517
61451580,Shell Reddy Express Rockhampton Fitzroy St,Reddy Express,Rockhampton,-23.379927,150.506195
61451581,NightOwl Shell Bundaberg East,Shell,Bundaberg,-24.861298,152.365114
61451586,OOM Energy South Gladstone,Independent,South Gladstone,-23.864941,151.271614
61451587,Shell Reddy Express Bundaberg,Reddy Express,Bundaberg,-24.869812,152.350417
61451596,Shell Reddy Express Kingaroy,Reddy Express,Kingaroy,-26.537651,151.836379
61451608,Shell Reddy Express Goondiwindi,Reddy Express,Goondiwindi,-28.547968,150.307777
61451616,Ampol Foodary Plainland,Ampol,Plainland,-27.563977,152.424244
61451620,Shell Reddy Express Dalby,Reddy Express,Dalby,-27.183343,151.262795
61451621,Shell Reddy Express Toowoomba Ruthven St,Reddy Express,Toowoomba,-27.585174,151.94969
61451622,Shell Reddy Express Toowoomba Margaret St,Reddy Express,Toowoomba,-27.560243,151.949934
61451623,Liberty Gatton,Liberty,Gatton,-27.561082,152.275231
61451625,Pearl Energy Newtown,Pearl Energy,Newtown,-27.554193,151.928767
61451626,Shell Reddy Express Toowoomba Bridge St,Reddy Express,Toowoomba,-27.54907,151.935117
61451632,Shell Reddy Express Warwick,Reddy Express,Warwick,-28.218823,152.034226
61451632,Coles Express Warwick (Qld),Coles Express,Warwick,-28.218823,152.034226
61451636,Kuttabul Road House and Store,Independent,Kuttabul,-21.040465,148.909966
61451637,Shell Reddy Express Emerald,Reddy Express,Emerald,-23.527674,148.162777
61451643,Shell Reddy Express Blackwater,Reddy Express,Blackwater,-23.585417,148.882374
61451648,Shell Reddy Express Mount Isa Grace St,Reddy Express,Mount Isa,-20.724031,139.494124
61451652,Pacific Petroleum VC Rural,Pacific Petroleum,Gin Gin,-24.991639,151.957069
61451655,Shell Reddy Express Rockhampton Gladstone Rd,Reddy Express,Rockhampton,-23.39516,150.50553
61451662,Shell Reddy Express Kirwan,Reddy Express,Kirwan,-19.314554,146.728684
61451666,Liberty Woree,Liberty,Woree,-16.947217,145.738774
61451671,NightOwl Shell Belgian Gardens,Shell,Belgian Gardens,-19.246951,146.792896
61451672,Coles Express Jimboomba,Coles Express,Jimboomba,-27.820636,153.030304
61451680,Shell Reddy Express Highfields,Reddy Express,Highfields,-27.464665,151.952533
61451680,Coles Express Highfields,Coles Express,Highfields,-27.464665,151.952533
61451693,Shell Longreach,Shell,Longreach,-23.441347,144.254239
61451694,Shell Reddy Express Aitkenvale,Reddy Express,Aitkenvale,-19.301677,146.761489
61451695,Mobil Ingham Road,Mobil,Bohle,-19.262197,146.745127
61451696,Ampol City Cabs,Ampol,Mackay,-21.141577,149.190649
61451703,Caltex Harristown,Caltex,Harristown,-27.569896,151.926559
61451705,Metro Petroleum Cannonvale,Metro Fuel,Cannonvale,-20.278435,148.691785
61451705,Pacific Fuels Cannonvale,Pacific Fuel Solutio,Cannonvale,-20.278435,148.691785
61451707,Metro Petroleum Gladstone,Metro Fuel,South Gladstone,-23.853346,151.267702
61451713,BP Peakdowns,BP,Moranbah,-22.098241,148.095355
61451720,Shell The Big Crab Miriam Vale,Shell,Miriam Vale,-24.328456,151.560577
61451722,Mobil Yorkey's Knob,Mobil,Yorkeys Knob,-16.832848,145.715755
61451724,NightOwl Shell Ayr,Shell,Ayr,-19.582798,147.399115
61451727,Shell Aratula,Shell,Aratula,-27.983812,152.546008
61451728,Shell Cairns,Shell,Cairns,-16.932118,145.773826
61451729,S24 Mount Larcom,Caltex,Mount Larcom,-23.806425,150.970528
61451730,Metro Petroleum Innisfail,Metro Fuel,Innisfail,-17.523865,146.02018
61451732,Mount Isa Service Station,Puma Energy,Mount Isa,-20.725651,139.498111
61451734,Shell Reddy Express Port Douglas,Reddy Express,Craiglie,-16.536394,145.467804
61451737,Liberty Gladstone,Liberty,Gladstone,-23.840455,151.246081
61451738,Freedom Fuels Fernvale,Freedom Fuels,Fernvale,-27.452023,152.648905
61470004,NightOwl Caltex Rosslea,Caltex,Rosslea,-19.298743,146.798614
61470004,NightOwl Puma Rosslea,Puma Energy,Rosslea,-19.298743,146.798614
61470005,BP Bundaberg Airport,BP,Bundaberg,-24.891628,152.317324
61470006,United Dalby,United,Dalby,-27.182251,151.262275
61470007,Metro Petroleum (South Toowoomba),Metro Fuel,Toowoomba,-27.572887,151.941526
61470011,Puma Gin Gin,Puma Energy,Gin Gin,-24.982576,151.950664
61470011,Caltex Gin Gin,Caltex,Gin Gin,-24.982576,151.950664
61470012,Astron Warwick Fast Food,Astron,Warwick,-28.208734,152.039345
61470012,Astron Warwick,Astron,Warwick,-28.208722,152.039383
61470014,NightOwl Caltex Kin Kora,Caltex,Gladstone,-23.870557,151.244047
61470015,BP Torbanlea,BP,Torbanlea,-25.357453,152.597293
61470028,Caltex Bolam Street,Caltex,Garbutt,-19.265941,146.770888
61470028,Puma Garbutt,Puma Energy,Garbutt,-19.265941,146.770888
61470034,Mobil Gordonvale,Mobil,Gordonvale,-17.093218,145.785166
61470037,Puma Richmond,Puma Energy,Richmond,-20.734147,143.137186
61470037,Caltex Richmond,Caltex,Richmond,-20.734193,143.138333
61470041,Mobil Tully,Mobil,Tully,-17.934739,145.932481
61470042,Caltex Rockhampton,Caltex,Rockhampton,-23.379454,150.504898
61470043,BP Yabulu,BP,Yabulu,-19.215971,146.602961
61470051,Freedom Fuels Goondiwindi,Freedom Fuels,Goondiwindi,-28.546534,150.302473
61470056,Rainbow Beach Holiday Village,BP,Rainbow Beach,-25.903366,153.091705
61470058,Caltex Sandy Creek,Caltex,Sandy Creek,-21.274804,149.144422
61470058,Caltex Balberra,Caltex,Sandy Creek,-21.274798,149.144422
61470059,Metro Petroleum Stanthorpe,Metro Fuel,Stanthorpe,-28.658335,151.933945
61470063,BP North Bundaberg,BP,Bundaberg,-24.851293,152.328457
61470072,Caltex Gladstone Central,Caltex,Gladstone,-23.847067,151.253704
61470073,Caltex Moura,Caltex,Moura,-24.568756,149.972929
61470076,NightOwl Caltex Biloela,Caltex,Biloela,-24.403945,150.510892
61470085,Mobil Slade Point,Mobil,Slade Point,-21.079249,149.214103
