SiteId,Site_Name,Site_Brand,Site_Suburb,Fuel_Type,change_events,avg_lag_minutes,median_lag_minutes
61401225,Metro Clontarf,Metro Fuel,Clontarf,e10,24,5430.1,4498.0
61401227,Caltex Redcliffe,Caltex,Redcliffe,PULP 98 RON,62,782.0,84.0
61401227,Caltex Redcliffe,Caltex,Redcliffe,Premium Diesel,34,1983.2,99.0
61401227,Caltex Redcliffe,Caltex,Redcliffe,Unleaded,61,794.0,81.0
61401227,Caltex Redcliffe,Caltex,Redcliffe,e10,61,816.7,87.0
61401228,7-Eleven Redcliffe,7 Eleven,Redcliffe,PULP 95/96 RON,132,1487.3,257.0
61401228,7-Eleven Redcliffe,7 Eleven,Redcliffe,PULP 98 RON,136,947.6,140.0
61401228,7-Eleven Redcliffe,7 Eleven,Redcliffe,Premium Diesel,65,1069.5,257.0
61401228,7-Eleven Redcliffe,7 Eleven,Redcliffe,Unleaded,119,594.4,93.0
61401228,7-Eleven Redcliffe,7 Eleven,Redcliffe,e10,114,597.7,84.5
61401229,Ampol Foodary Redcliffe,Ampol,Redcliffe,PULP 95/96 RON,82,3643.7,391.5
61401229,Ampol Foodary Redcliffe,Ampol,Redcliffe,PULP 98 RON,82,3423.2,337.0
61401229,Ampol Foodary Redcliffe,Ampol,Redcliffe,Premium Diesel,58,4138.6,762.0
61401229,Ampol Foodary Redcliffe,Ampol,Redcliffe,Unleaded,79,2911.6,239.0
61401229,Ampol Foodary Redcliffe,Ampol,Redcliffe,e10,81,3512.8,258.0
61401234,Coles Express Clontarf,Coles Express,Clontarf,PULP 98 RON,49,2615.6,1420.0
61401234,Coles Express Clontarf,Coles Express,Clontarf,Unleaded,50,2405.9,1369.0
61401238,Red Dog Petroleum,Independent,Kallangur,Diesel,15,5995.9,4518.0
61401238,Red Dog Petroleum,Independent,Kallangur,PULP 95/96 RON,17,3627.4,1562.0
61401238,Red Dog Petroleum,Independent,Kallangur,PULP 98 RON,17,3628.5,1541.0
61401238,Red Dog Petroleum,Independent,Kallangur,Unleaded,17,3923.4,1562.0
61401246,7-Eleven Strathpine,7 Eleven,Strathpine,PULP 95/96 RON,43,6783.2,3412.0
61401246,7-Eleven Strathpine,7 Eleven,Strathpine,PULP 98 RON,44,2515.4,1203.0
61401246,7-Eleven Strathpine,7 Eleven,Strathpine,Premium Diesel,18,13090.1,10304.5
61401246,7-Eleven Strathpine,7 Eleven,Strathpine,Unleaded,44,2514.9,1203.0
61401246,7-Eleven Strathpine,7 Eleven,Strathpine,e10,44,2517.4,1193.0
61401250,7-Eleven Bald Hills,7 Eleven,Bald Hills,PULP 95/96 RON,46,3910.7,1605.0
61401250,7-Eleven Bald Hills,7 Eleven,Bald Hills,PULP 98 RON,46,3971.0,1605.0
61401250,7-Eleven Bald Hills,7 Eleven,Bald Hills,Unleaded,47,3889.6,1584.0
61401250,7-Eleven Bald Hills,7 Eleven,Bald Hills,e10,47,3764.1,1584.0
61401252,U-Go Bracken Ridge,U-Go,Bracken Ridge,PULP 98 RON,27,2512.8,1261.0
61401252,U-Go Bracken Ridge,U-Go,Bracken Ridge,Premium Diesel,34,3331.6,2482.5
61401252,U-Go Bracken Ridge,U-Go,Bracken Ridge,Unleaded,28,2744.4,1368.0
61401252,U-Go Bracken Ridge,U-Go,Bracken Ridge,e10,27,3700.7,2349.0
61401254,Pacific Petroleum Deagon,Pacific Petroleum,Deagon,PULP 98 RON,26,4524.7,1494.5
61401254,Pacific Petroleum Deagon,Pacific Petroleum,Deagon,Premium Diesel,20,6313.0,4642.0
61401254,Pacific Petroleum Deagon,Pacific Petroleum,Deagon,Unleaded,26,4814.7,1494.5
61401254,Pacific Petroleum Deagon,Pacific Petroleum,Deagon,e10,25,5015.1,1541.0
61401255,Metro Petroleum Sandgate,Metro Fuel,Sandgate,PULP 98 RON,18,3757.2,1909.0
61401255,Metro Petroleum Sandgate,Metro Fuel,Sandgate,Premium Diesel,19,4463.0,2455.0
61401255,Metro Petroleum Sandgate,Metro Fuel,Sandgate,Unleaded,27,3634.1,2064.0
61401257,7-Eleven Sandgate,7 Eleven,Sandgate,PULP 98 RON,29,11910.2,2796.0
61401257,7-Eleven Sandgate,7 Eleven,Sandgate,Premium Diesel,29,7049.5,3895.0
61401257,7-Eleven Sandgate,7 Eleven,Sandgate,Unleaded,30,10835.0,2712.5
61401258,BP Bracken Ridge,BP,Bracken Ridge,PULP 95/96 RON,41,5546.1,5155.0
61401258,BP Bracken Ridge,BP,Bracken Ridge,PULP 98 RON,41,2198.9,1004.0
61401258,BP Bracken Ridge,BP,Bracken Ridge,Premium Diesel,37,3935.1,2589.0
61401258,BP Bracken Ridge,BP,Bracken Ridge,Unleaded,41,2284.8,1163.0
61401261,EG Ampol Deagon,EG Ampol,Deagon,PULP 95/96 RON,48,5750.8,2707.5
61401261,EG Ampol Deagon,EG Ampol,Deagon,PULP 98 RON,46,2240.5,1072.5
61401261,EG Ampol Deagon,EG Ampol,Deagon,Premium Diesel,42,12495.8,11579.0
61401261,EG Ampol Deagon,EG Ampol,Deagon,Unleaded,43,2118.6,1180.0
61401261,EG Ampol Deagon,EG Ampol,Deagon,e10,44,2095.7,1137.5
61401263,Caltex Zillmere,Caltex,Zillmere,PULP 98 RON,25,8802.8,7216.0
61401263,Caltex Zillmere,Caltex,Zillmere,Premium Diesel,10,4979.4,3632.5
61401263,Caltex Zillmere,Caltex,Zillmere,Unleaded,25,8699.9,7216.0
61401264,7-Eleven Aspley,7 Eleven,Aspley,PULP 95/96 RON,64,508.0,116.5
61401264,7-Eleven Aspley,7 Eleven,Aspley,PULP 98 RON,64,178.6,26.0
61401264,7-Eleven Aspley,7 Eleven,Aspley,Premium Diesel,36,2317.3,147.0
61401264,7-Eleven Aspley,7 Eleven,Aspley,Unleaded,63,610.8,28.0
61401264,7-Eleven Aspley,7 Eleven,Aspley,e10,63,222.0,28.0
61401265,Coles Express Aspley,Coles Express,Aspley,PULP 98 RON,60,607.0,78.5
61401265,Coles Express Aspley,Coles Express,Aspley,Unleaded,62,1489.9,162.5
61401265,Coles Express Aspley,Coles Express,Aspley,e10,60,605.5,78.5
61401268,BP Aspley,BP,Aspley,PULP 95/96 RON,103,2629.7,1081.0
61401268,BP Aspley,BP,Aspley,PULP 98 RON,99,2198.9,648.0
61401268,BP Aspley,BP,Aspley,Premium Diesel,34,4420.2,2451.5
61401268,BP Aspley,BP,Aspley,e10,97,2015.8,484.0
61401276,7-Eleven Aspley,7 Eleven,Aspley,PULP 95/96 RON,38,2000.6,608.0
61401276,7-Eleven Aspley,7 Eleven,Aspley,PULP 98 RON,38,2029.3,991.0
61401276,7-Eleven Aspley,7 Eleven,Aspley,Premium Diesel,19,3973.3,993.0
61401276,7-Eleven Aspley,7 Eleven,Aspley,Unleaded,36,2917.4,1425.0
61401276,7-Eleven Aspley,7 Eleven,Aspley,e10,39,2245.2,1092.0
61401279,BP Connect Virginia,BP,Virginia,PULP 95/96 RON,94,853.5,75.0
61401279,BP Connect Virginia,BP,Virginia,PULP 98 RON,91,821.3,75.0
61401279,BP Connect Virginia,BP,Virginia,Premium Diesel,35,5588.0,4380.0
61401279,BP Connect Virginia,BP,Virginia,Unleaded,90,858.2,75.0
61401280,Shell Reddy Express Geebung,Reddy Express,Geebung,Diesel,21,6772.7,3061.0
61401280,Shell Reddy Express Geebung,Reddy Express,Geebung,PULP 98 RON,49,3107.7,2426.0
61401280,Shell Reddy Express Geebung,Reddy Express,Geebung,Unleaded,49,2994.3,2423.0
61401282,BP Geebung,BP,Geebung,Diesel,23,3402.8,1432.0
61401282,BP Geebung,BP,Geebung,PULP 95/96 RON,42,6053.0,3913.5
61401282,BP Geebung,BP,Geebung,PULP 98 RON,43,3039.0,1597.0
61401282,BP Geebung,BP,Geebung,Unleaded,45,3021.4,1597.0
61401288,Caltex Nundah,Caltex,Nundah,PULP 98 RON,80,1360.0,153.0
61401288,Caltex Nundah,Caltex,Nundah,Premium Diesel,65,762.2,163.0
61401288,Caltex Nundah,Caltex,Nundah,Unleaded,79,970.2,99.0
61401291,Ampol Foodary Nundah,Ampol,Nundah,PULP 98 RON,138,3670.3,1515.5
61401291,Ampol Foodary Nundah,Ampol,Nundah,Premium Diesel,103,3785.6,2812.0
61401291,Ampol Foodary Nundah,Ampol,Nundah,Unleaded,153,3240.2,1588.0
61401296,Freedom Fuels Nudgee,Freedom Fuels,Banyo,Diesel,24,16173.9,6911.5
61401296,Freedom Fuels Nudgee,Freedom Fuels,Banyo,PULP 95/96 RON,56,2752.1,1424.0
61401296,Freedom Fuels Nudgee,Freedom Fuels,Banyo,Unleaded,56,2752.1,1424.0
61401296,Freedom Fuels Nudgee,Freedom Fuels,Banyo,e10,55,2805.6,1566.0
61401298,BP Northgate,BP,Northgate,PULP 98 RON,71,1667.6,714.0
61401298,BP Northgate,BP,Northgate,Premium Diesel,41,4475.2,2499.0
61401298,BP Northgate,BP,Northgate,Unleaded,71,1667.6,714.0
61401298,BP Northgate,BP,Northgate,e10,71,1631.8,624.0
61401301,Ampol Foodary Arana Hills,Ampol,Arana Hills,PULP 98 RON,81,3260.4,1315.0
61401301,Ampol Foodary Arana Hills,Ampol,Arana Hills,Unleaded,79,3455.0,1324.0
61401302,Coles Express Arana Hills,Coles Express,Arana Hills,PULP 98 RON,76,1452.8,84.0
61401302,Coles Express Arana Hills,Coles Express,Arana Hills,Unleaded,77,1501.4,88.0
61401316,BP Stafford,BP,Stafford,PULP 98 RON,20,3940.1,1791.0
61401316,BP Stafford,BP,Stafford,Premium Diesel,7,9905.3,9929.0
61401316,BP Stafford,BP,Stafford,Unleaded,20,3940.1,1791.0
61401323,BP Express Ashgrove,BP,Ashgrove,PULP 95/96 RON,79,4008.8,2514.0
61401323,BP Express Ashgrove,BP,Ashgrove,PULP 98 RON,78,3981.5,2361.0
61401323,BP Express Ashgrove,BP,Ashgrove,Premium Diesel,28,5392.9,4602.5
61401323,BP Express Ashgrove,BP,Ashgrove,Unleaded,78,4038.5,2583.0
61401325,NightOwl Shell Kelvin Grove,Shell,Kelvin Grove,Diesel,14,7107.8,7268.5
61401325,NightOwl Shell Kelvin Grove,Shell,Kelvin Grove,PULP 98 RON,54,4177.1,2913.5
61401325,NightOwl Shell Kelvin Grove,Shell,Kelvin Grove,Unleaded,52,3471.1,2617.0
61401328,BP Kedron,BP,Kedron,PULP 98 RON,76,679.5,298.0
61401328,BP Kedron,BP,Kedron,Premium Diesel,13,6875.3,2341.0
61401328,BP Kedron,BP,Kedron,Unleaded,76,684.1,298.0
61401328,BP Kedron,BP,Kedron,e10,76,822.4,322.0
61401329,Caltex Kedron,Caltex,Kedron,Diesel,15,14429.7,7200.0
61401329,Caltex Kedron,Caltex,Kedron,PULP 98 RON,76,1319.5,315.0
61401329,Caltex Kedron,Caltex,Kedron,Premium Diesel,16,7835.7,8305.5
61401329,Caltex Kedron,Caltex,Kedron,Unleaded,81,1369.1,369.0
61401334,Ampol Foodary Stafford,Ampol,Stafford,PULP 98 RON,120,9518.9,5164.5
61401334,Ampol Foodary Stafford,Ampol,Stafford,Premium Diesel,33,16645.6,12819.0
61401334,Ampol Foodary Stafford,Ampol,Stafford,Unleaded,118,9601.8,5140.5
61401343,Liberty Grange,Liberty,Grange,PULP 98 RON,31,3997.8,3057.0
61401343,Liberty Grange,Liberty,Grange,Unleaded,31,6305.8,5673.0
61401343,Liberty Grange,Liberty,Grange,e10,30,4440.2,4347.5
61401344,Caltex Grange,Caltex,Grange,PULP 98 RON,41,1792.6,26.0
61401344,Caltex Grange,Caltex,Grange,Premium Diesel,20,3997.3,211.5
61401344,Caltex Grange,Caltex,Grange,Unleaded,40,3940.3,1373.0
61401347,BP Windsor,BP,Windsor,PULP 95/96 RON,142,2589.5,1857.5
61401347,BP Windsor,BP,Windsor,PULP 98 RON,141,2819.5,1964.0
61401347,BP Windsor,BP,Windsor,Premium Diesel,123,7635.6,3950.0
61401347,BP Windsor,BP,Windsor,Unleaded,140,2810.0,1958.5
61401353,BP Connect Hamilton,BP,Hamilton,PULP 95/96 RON,92,2544.4,1293.5
61401353,BP Connect Hamilton,BP,Hamilton,PULP 98 RON,92,2522.9,1175.5
61401353,BP Connect Hamilton,BP,Hamilton,Premium Diesel,33,4604.7,407.0
61401353,BP Connect Hamilton,BP,Hamilton,Unleaded,92,2555.6,1066.0
61401356,Mobil Driveway Service Hendra Motors,Mobil,Hendra,PULP 95/96 RON,6,7182.0,5339.0
61401365,BP Lindum,BP,Wynnum West,PULP 98 RON,23,7516.3,4422.0
61401365,BP Lindum,BP,Wynnum West,Premium Diesel,12,35311.2,18131.0
61401365,BP Lindum,BP,Wynnum West,Unleaded,22,7432.2,4240.0
61401366,Coles Express Wynnum,Coles Express,Wynnum,PULP 98 RON,90,2824.8,84.0
61401366,Coles Express Wynnum,Coles Express,Wynnum,Unleaded,90,2850.8,78.5
61401366,Coles Express Wynnum,Coles Express,Wynnum,e10,90,2850.8,78.5
61401367,Caltex Wynnum West,Caltex,Wynnum West,PULP 98 RON,41,10617.9,5748.0
61401367,Caltex Wynnum West,Caltex,Wynnum West,Premium Diesel,22,10834.3,14189.0
61401367,Caltex Wynnum West,Caltex,Wynnum West,Unleaded,43,10778.0,6006.0
61401371,Caltex Wynnum,Caltex,Wynnum,PULP 98 RON,56,1240.5,124.0
61401371,Caltex Wynnum,Caltex,Wynnum,Premium Diesel,25,4612.4,529.0
61401371,Caltex Wynnum,Caltex,Wynnum,Unleaded,58,1375.1,140.0
61401371,Caltex Wynnum,Caltex,Wynnum,e10,57,1372.0,139.0
61401375,7-Eleven The Gap,7 Eleven,The Gap,PULP 95/96 RON,63,3834.6,1045.0
61401375,7-Eleven The Gap,7 Eleven,The Gap,PULP 98 RON,63,924.4,52.0
61401375,7-Eleven The Gap,7 Eleven,The Gap,Premium Diesel,24,1897.9,254.0
61401375,7-Eleven The Gap,7 Eleven,The Gap,Unleaded,63,1244.0,52.0
61401375,7-Eleven The Gap,7 Eleven,The Gap,e10,63,1535.2,63.0
61401377,BP The Gap,BP,The Gap,PULP 95/96 RON,57,2910.0,1617.0
61401377,BP The Gap,BP,The Gap,PULP 98 RON,56,2069.5,1066.0
61401377,BP The Gap,BP,The Gap,Premium Diesel,39,5580.6,3784.0
61401377,BP The Gap,BP,The Gap,Unleaded,57,2124.0,1073.0
61401378,BP Beenleigh,BP,Beenleigh,PULP 98 RON,25,1749.3,968.0
61401378,BP Beenleigh,BP,Beenleigh,Premium Diesel,12,1705.9,928.5
61401378,BP Beenleigh,BP,Beenleigh,Unleaded,25,1388.4,864.0
61401380,7-Eleven Ashgrove,7 Eleven,Ashgrove,PULP 95/96 RON,58,1589.7,545.0
61401380,7-Eleven Ashgrove,7 Eleven,Ashgrove,PULP 98 RON,58,1695.6,545.0
61401380,7-Eleven Ashgrove,7 Eleven,Ashgrove,Premium Diesel,28,4715.8,1260.5
61401380,7-Eleven Ashgrove,7 Eleven,Ashgrove,Unleaded,58,1589.7,545.0
61401382,BP Ashgrove (Waterworks Rd),BP,Ashgrove,PULP 95/96 RON,41,1168.9,764.0
61401382,BP Ashgrove (Waterworks Rd),BP,Ashgrove,PULP 98 RON,41,1168.9,764.0
61401382,BP Ashgrove (Waterworks Rd),BP,Ashgrove,Premium Diesel,23,4389.4,1520.0
61401382,BP Ashgrove (Waterworks Rd),BP,Ashgrove,Unleaded,41,1168.9,764.0
61401393,Coles Express Milton,Coles Express,Milton,PULP 98 RON,23,10822.1,5395.5
61401393,Coles Express Milton,Coles Express,Milton,Premium Diesel,6,13677.5,20580.0
61401393,Coles Express Milton,Coles Express,Milton,Unleaded,25,10237.8,5918.0
61401393,Shell Reddy Express Milton,Reddy Express,Milton,PULP 98 RON,35,9080.7,5395.5
61401393,Shell Reddy Express Milton,Reddy Express,Milton,Premium Diesel,13,23469.5,20580.0
61401393,Shell Reddy Express Milton,Reddy Express,Milton,Unleaded,34,9364.5,5918.0
61401398,Shell Reddy Express Mount Gravatt,Reddy Express,Mount Gravatt,Diesel,16,7314.7,2865.0
61401398,Shell Reddy Express Mount Gravatt,Reddy Express,Mount Gravatt,PULP 98 RON,61,902.0,135.0
61401398,Shell Reddy Express Mount Gravatt,Reddy Express,Mount Gravatt,Unleaded,61,884.9,135.0
61401398,Shell Reddy Express Mount Gravatt,Reddy Express,Mount Gravatt,e10,61,3515.6,1505.0
61401399,7-Eleven Mt Gravatt East,7 Eleven,Mount Gravatt East,PULP 95/96 RON,78,132674.6,124287.0
61401399,7-Eleven Mt Gravatt East,7 Eleven,Mount Gravatt East,PULP 98 RON,72,6409.0,2674.0
61401399,7-Eleven Mt Gravatt East,7 Eleven,Mount Gravatt East,Unleaded,79,5599.5,1965.0
61401399,7-Eleven Mt Gravatt East,7 Eleven,Mount Gravatt East,e10,79,5923.2,1797.0
61401406,BP Capalaba,BP,Capalaba,PULP 95/96 RON,65,1276.2,298.0
61401406,BP Capalaba,BP,Capalaba,PULP 98 RON,60,1191.4,368.0
61401406,BP Capalaba,BP,Capalaba,Premium Diesel,26,3288.8,1020.5
61401406,BP Capalaba,BP,Capalaba,e10,61,1285.9,298.0
61401409,Metro Petroleum Thornlands,Metro Fuel,Thornlands,PULP 98 RON,42,4761.8,1875.0
61401409,Metro Petroleum Thornlands,Metro Fuel,Thornlands,Premium Diesel,17,16241.9,14353.0
61401409,Metro Petroleum Thornlands,Metro Fuel,Thornlands,Unleaded,52,3903.2,1378.5
61401409,Metro Petroleum Thornlands,Metro Fuel,Thornlands,e10,51,3951.5,1394.0
61401411,Ampol Foodary Jindalee,Ampol,Jindalee,PULP 95/96 RON,84,4280.0,939.0
61401411,Ampol Foodary Jindalee,Ampol,Jindalee,PULP 98 RON,84,2275.5,390.5
61401411,Ampol Foodary Jindalee,Ampol,Jindalee,Premium Diesel,44,6385.3,4713.0
61401411,Ampol Foodary Jindalee,Ampol,Jindalee,Unleaded,81,2229.9,375.0
61401413,BP Riverhills,BP,Riverhills,PULP 98 RON,54,3543.3,1615.5
61401413,BP Riverhills,BP,Riverhills,Premium Diesel,20,8079.4,4487.0
61401413,BP Riverhills,BP,Riverhills,Unleaded,54,3528.8,1779.5
61401413,BP Riverhills,BP,Riverhills,e10,54,3528.8,1779.5
61401417,BP Oxley,BP,Oxley,PULP 95/96 RON,47,4585.8,3091.0
61401417,BP Oxley,BP,Oxley,PULP 98 RON,47,3590.7,2606.0
61401417,BP Oxley,BP,Oxley,Premium Diesel,23,3578.9,2712.0
61401417,BP Oxley,BP,Oxley,Unleaded,47,4039.4,2708.0
61401421,Freedom Fuels Inala,Freedom Fuels,Inala,PULP 95/96 RON,7,1874.4,1222.0
61401421,Freedom Fuels Inala,Freedom Fuels,Inala,PULP 98 RON,34,1925.7,1474.0
61401421,Freedom Fuels Inala,Freedom Fuels,Inala,Unleaded,40,1975.2,1355.0
61401421,Freedom Fuels Inala,Freedom Fuels,Inala,e10,42,1966.7,1443.5
61401422,7-Eleven Durack,7 Eleven,Inala,PULP 95/96 RON,54,124547.6,126503.5
61401422,7-Eleven Durack,7 Eleven,Inala,PULP 98 RON,53,3538.8,2359.0
61401422,7-Eleven Durack,7 Eleven,Inala,Premium Diesel,15,15134.1,12965.0
61401422,7-Eleven Durack,7 Eleven,Inala,Unleaded,52,3049.0,1846.5
61401422,7-Eleven Durack,7 Eleven,Inala,e10,54,3300.6,1846.5
61401426,Coles Express Granard Rd,Coles Express,Rocklea,Diesel,22,2569.4,907.0
61401426,Coles Express Granard Rd,Coles Express,Rocklea,PULP 98 RON,48,1338.0,580.5
61401426,Coles Express Granard Rd,Coles Express,Rocklea,Unleaded,48,1227.9,550.0
61401426,Coles Express Granard Rd,Coles Express,Rocklea,e10,47,954.2,449.0
61401427,Pacific Fuel Solutions Rocklea,Pacific Fuel Solutio,Rocklea,Diesel,13,1921.4,1321.0
61401427,Pacific Fuel Solutions Rocklea,Pacific Fuel Solutio,Rocklea,PULP 98 RON,17,2140.6,1415.0
61401427,Pacific Fuel Solutions Rocklea,Pacific Fuel Solutio,Rocklea,Unleaded,17,1374.4,1116.0
61401427,Pacific Fuel Solutions Rocklea,Pacific Fuel Solutio,Rocklea,e10,17,1054.2,1221.0
61401428,Coles Express Rocklea,Coles Express,Rocklea,Diesel,24,1567.5,641.5
61401428,Coles Express Rocklea,Coles Express,Rocklea,PULP 98 RON,38,1539.2,1229.0
61401428,Coles Express Rocklea,Coles Express,Rocklea,Unleaded,37,1056.9,540.0
61401431,NightOwl BP Salisbury,BP,Salisbury,PULP 95/96 RON,16,3331.3,3262.5
61401431,NightOwl BP Salisbury,BP,Salisbury,PULP 98 RON,16,3331.3,3262.5
61401431,NightOwl BP Salisbury,BP,Salisbury,Premium Diesel,10,11583.4,7357.5
61401431,NightOwl BP Salisbury,BP,Salisbury,Unleaded,16,8360.0,8414.0
61401431,NightOwl BP Salisbury,BP,Salisbury,e10,16,3321.6,3262.5
61401436,NightOwl BP Sunnybank,BP,Sunnybank,PULP 98 RON,44,1665.4,353.5
61401436,NightOwl BP Sunnybank,BP,Sunnybank,Premium Diesel,20,3317.3,1105.0
61401436,NightOwl BP Sunnybank,BP,Sunnybank,Unleaded,37,1134.1,245.0
61401436,NightOwl BP Sunnybank,BP,Sunnybank,e10,33,2251.6,365.0
61401438,Coles Express Sunnybank,Coles Express,Sunnybank,PULP 95/96 RON,48,2926.4,1240.0
61401438,Coles Express Sunnybank,Coles Express,Sunnybank,PULP 98 RON,48,1583.3,387.5
61401438,Coles Express Sunnybank,Coles Express,Sunnybank,Unleaded,48,1423.2,441.0
61401440,Metro Petroleum Sunnybank,Metro Fuel,Sunnybank,PULP 98 RON,35,3478.2,2476.0
61401440,Metro Petroleum Sunnybank,Metro Fuel,Sunnybank,Premium Diesel,12,6074.9,4920.5
61401440,Metro Petroleum Sunnybank,Metro Fuel,Sunnybank,Unleaded,38,3773.3,2724.5
61401440,Metro Petroleum Sunnybank,Metro Fuel,Sunnybank,e10,37,3531.7,2745.0
61401441,7-Eleven Acacia Ridge,7 Eleven,Acacia Ridge,PULP 95/96 RON,50,1038.7,53.0
61401441,7-Eleven Acacia Ridge,7 Eleven,Acacia Ridge,PULP 98 RON,49,1792.6,840.0
61401441,7-Eleven Acacia Ridge,7 Eleven,Acacia Ridge,Premium Diesel,23,2156.4,300.0
61401441,7-Eleven Acacia Ridge,7 Eleven,Acacia Ridge,Unleaded,50,1041.4,96.5
61401441,7-Eleven Acacia Ridge,7 Eleven,Acacia Ridge,e10,55,1498.9,258.0
61401443,Metco Coopers Plains,Independent,Coopers Plains,Diesel,13,832.2,182.0
61401443,Metco Coopers Plains,Independent,Coopers Plains,PULP 98 RON,25,1422.2,549.0
61401443,Metco Coopers Plains,Independent,Coopers Plains,Unleaded,28,1794.0,602.0
61401444,7-Eleven Acacia Ridge East,7 Eleven,Acacia Ridge,PULP 95/96 RON,54,1807.0,653.0
61401444,7-Eleven Acacia Ridge East,7 Eleven,Acacia Ridge,PULP 98 RON,53,2305.6,1294.0
61401444,7-Eleven Acacia Ridge East,7 Eleven,Acacia Ridge,Premium Diesel,23,4834.2,2531.0
61401444,7-Eleven Acacia Ridge East,7 Eleven,Acacia Ridge,Unleaded,54,1528.3,468.5
61401444,7-Eleven Acacia Ridge East,7 Eleven,Acacia Ridge,e10,57,1724.0,1064.0
61401445,7-Eleven Wishart,7 Eleven,Wishart,PULP 98 RON,85,1070.7,257.0
61401445,7-Eleven Wishart,7 Eleven,Wishart,Premium Diesel,22,1316.3,286.5
61401445,7-Eleven Wishart,7 Eleven,Wishart,Unleaded,85,1097.6,257.0
61401446,BP Wishart,BP,Wishart,PULP 95/96 RON,63,3843.4,1065.0
61401446,BP Wishart,BP,Wishart,PULP 98 RON,63,1101.0,213.0
61401446,BP Wishart,BP,Wishart,Premium Diesel,15,4049.5,949.0
61401446,BP Wishart,BP,Wishart,Unleaded,63,1077.1,165.0
61401446,BP Wishart,BP,Wishart,e10,62,2426.3,328.0
61401448,Shell Reddy Express Kessels Rd,Reddy Express,Mount Gravatt,Diesel,16,6141.3,1462.5
61401448,Shell Reddy Express Kessels Rd,Reddy Express,Mount Gravatt,PULP 95/96 RON,75,3501.2,1410.0
61401448,Shell Reddy Express Kessels Rd,Reddy Express,Mount Gravatt,PULP 98 RON,75,3398.5,1410.0
61401448,Shell Reddy Express Kessels Rd,Reddy Express,Mount Gravatt,Unleaded,76,2696.6,1277.0
61401450,Caltex Eight Mile Plains,Caltex,Eight Mile Plains,PULP 98 RON,65,513.7,59.0
61401450,Caltex Eight Mile Plains,Caltex,Eight Mile Plains,Premium Diesel,50,1189.8,111.0
61401450,Caltex Eight Mile Plains,Caltex,Eight Mile Plains,Unleaded,64,491.2,52.5
61401450,Caltex Eight Mile Plains,Caltex,Eight Mile Plains,e10,64,491.2,52.5
61401453,OOM Energy Underwood,Independent,Underwood,PULP 95/96 RON,41,2870.8,1983.0
61401453,OOM Energy Underwood,Independent,Underwood,PULP 98 RON,35,1904.3,1350.0
61401453,OOM Energy Underwood,Independent,Underwood,Unleaded,53,2772.3,2148.0
61401457,7-Eleven North Ipswich,7 Eleven,North Ipswich,PULP 95/96 RON,50,1496.6,38.5
61401457,7-Eleven North Ipswich,7 Eleven,North Ipswich,PULP 98 RON,50,1496.6,38.5
61401457,7-Eleven North Ipswich,7 Eleven,North Ipswich,Unleaded,50,1410.3,37.5
61401457,7-Eleven North Ipswich,7 Eleven,North Ipswich,e10,50,1410.3,37.5
61401462,Ampol Foodary Goodna,Ampol,Goodna,PULP 95/96 RON,76,2055.4,758.0
61401462,Ampol Foodary Goodna,Ampol,Goodna,PULP 98 RON,76,329.5,55.5
61401462,Ampol Foodary Goodna,Ampol,Goodna,Premium Diesel,48,2983.5,809.0
61401462,Ampol Foodary Goodna,Ampol,Goodna,Unleaded,73,249.5,55.0
61401462,Ampol Foodary Goodna,Ampol,Goodna,e10,73,221.0,55.0
61401473,Coles Express Woodridge,Coles Express,Woodridge,Diesel,16,10640.9,9906.5
61401473,Coles Express Woodridge,Coles Express,Woodridge,PULP 95/96 RON,64,1160.2,286.0
61401473,Coles Express Woodridge,Coles Express,Woodridge,PULP 98 RON,63,736.6,170.0
61401473,Coles Express Woodridge,Coles Express,Woodridge,Unleaded,66,737.6,155.5
61401473,Coles Express Woodridge,Coles Express,Woodridge,e10,66,608.5,163.0
61401477,7-Eleven Springwood,7 Eleven,Springwood,PULP 98 RON,66,1227.6,130.5
61401477,7-Eleven Springwood,7 Eleven,Springwood,Premium Diesel,22,1818.5,255.5
61401477,7-Eleven Springwood,7 Eleven,Springwood,Unleaded,69,1313.6,253.0
61401478,Shell Reddy Express Springwood,Reddy Express,Slacks Creek,Diesel,20,7712.8,4538.0
61401478,Shell Reddy Express Springwood,Reddy Express,Slacks Creek,PULP 95/96 RON,65,2548.2,325.0
61401478,Shell Reddy Express Springwood,Reddy Express,Slacks Creek,PULP 98 RON,66,1035.9,193.5
