SiteId,Site_Name,Site_Brand,Site_Suburb,Fuel_Type,change_events,avg_lag_minutes,median_lag_minutes
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,PULP 98 RON,72,1837.2,91.0
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,Premium Diesel,29,1515.0,153.0
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,Unleaded,73,1116.2,74.0
61401616,7-Eleven Browns Plain,7 Eleven,Browns Plains,e10,73,2224.0,1130.0
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,Diesel,23,9674.2,5990.0
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,PULP 95/96 RON,71,1050.5,118.0
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,PULP 98 RON,72,443.5,83.5
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,Unleaded,72,327.5,74.5
61401617,Coles Express Beenleigh,Coles Express,Beenleigh,e10,72,389.2,75.0
61401620,U-Go Loganholme,U-Go,Loganholme,PULP 98 RON,62,1771.0,1036.0
61401620,U-Go Loganholme,U-Go,Loganholme,Premium Diesel,31,2840.2,1520.0
61401620,U-Go Loganholme,U-Go,Loganholme,Unleaded,58,2332.7,988.0
61401620,U-Go Loganholme,U-Go,Loganholme,e10,58,3635.5,635.0
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,LPG,10,5546.2,300.0
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,PULP 95/96 RON,79,697.7,121.0
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,PULP 98 RON,77,340.7,39.0
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,Premium Diesel,32,1556.0,302.5
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,Unleaded,78,357.3,35.5
61401621,7-Eleven Woodridge,7 Eleven,Woodridge,e10,78,340.3,38.5
61401625,Liberty Rocklea,Liberty,Rocklea,Diesel,24,1362.4,463.5
61401625,Liberty Rocklea,Liberty,Rocklea,PULP 95/96 RON,36,2881.5,4481.0
61401625,Liberty Rocklea,Liberty,Rocklea,Unleaded,42,1113.3,171.0
61401625,Liberty Rocklea,Liberty,Rocklea,e10,44,1212.3,247.0
61401625,Solo Rocklea,SOLO,Rocklea,Diesel,20,896.4,463.5
61401625,Solo Rocklea,SOLO,Rocklea,PULP 95/96 RON,31,16285.0,4481.0
61401625,Solo Rocklea,SOLO,Rocklea,Unleaded,31,381.1,171.0
61401625,Solo Rocklea,SOLO,Rocklea,e10,35,483.7,247.0
61401641,Ampol Foodary Carina,Ampol,Carina,PULP 95/96 RON,78,1881.9,640.5
61401641,Ampol Foodary Carina,Ampol,Carina,PULP 98 RON,78,1882.1,640.5
61401641,Ampol Foodary Carina,Ampol,Carina,Premium Diesel,57,5736.0,3068.0
61401641,Ampol Foodary Carina,Ampol,Carina,Unleaded,76,1865.1,514.5
61401641,Ampol Foodary Carina,Ampol,Carina,e10,76,1824.1,514.5
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,PULP 95/96 RON,27,2015.6,1007.0
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,Unleaded,27,2015.6,1007.0
61401642,Freedom Fuels Ningi,Freedom Fuels,Ningi,e10,27,2015.6,1007.0
61401646,Caltex Willowbank,Caltex,Haigslea,Diesel,15,11388.0,7325.0
61401646,Caltex Willowbank,Caltex,Haigslea,PULP 98 RON,12,10124.3,8325.5
61401646,Caltex Willowbank,Caltex,Haigslea,Premium Diesel,14,12087.4,7985.5
61401646,Caltex Willowbank,Caltex,Haigslea,Unleaded,16,12192.4,9662.5
61401646,Caltex Willowbank,Caltex,Haigslea,e10,18,11828.6,9066.5
61401654,BP North Maclean,BP,North Maclean,Diesel,5,7194.6,7094.0
61401654,BP North Maclean,BP,North Maclean,PULP 98 RON,15,5592.1,1709.0
61401654,BP North Maclean,BP,North Maclean,Premium Diesel,5,7194.6,7094.0
61401654,BP North Maclean,BP,North Maclean,Unleaded,15,6276.3,4194.0
61401658,Ampol Bribie Island,Ampol,Bribie Island,PULP 98 RON,27,4629.6,1285.0
61401658,Ampol Bribie Island,Ampol,Bribie Island,Premium Diesel,16,4968.8,3295.5
61401658,Ampol Bribie Island,Ampol,Bribie Island,Unleaded,28,5143.1,1385.5
61401667,Raceview Fuels,Independent,Raceview,PULP 95/96 RON,70,5025.4,2745.5
61401667,Raceview Fuels,Independent,Raceview,Unleaded,73,4850.3,3336.0
61401679,NightOwl BP Logan Village,BP,Logan Village,Diesel,22,11405.0,9195.0
61401679,NightOwl BP Logan Village,BP,Logan Village,PULP 98 RON,42,4052.9,2338.5
61401679,NightOwl BP Logan Village,BP,Logan Village,Premium Diesel,17,4446.1,1555.0
61401679,NightOwl BP Logan Village,BP,Logan Village,Unleaded,44,3797.2,1582.5
61401679,NightOwl BP Logan Village,BP,Logan Village,e10,58,3438.7,1284.5
61401680,BP Grange,BP,Grange,PULP 98 RON,36,3897.3,58.5
61401680,BP Grange,BP,Grange,Premium Diesel,18,11803.4,10891.0
61401680,BP Grange,BP,Grange,e10,36,5048.3,104.0
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,Diesel,118,19887.2,20171.0
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,PULP 95/96 RON,48,3370.6,2155.5
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,PULP 98 RON,101,3451.6,2120.0
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,Premium Diesel,105,4574.8,3745.0
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,Unleaded,92,37638.3,28774.5
61401682,Ampol Foodary Blacksoil,Ampol,Blacksoil,e10,88,2709.7,1429.5
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,PULP 95/96 RON,54,422.0,67.5
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,PULP 98 RON,53,881.1,77.0
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,Premium Diesel,79,2050.3,1079.0
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,Unleaded,48,398.4,70.5
61401683,Ampol Foodary Burpengary,Ampol,Burpengary,e10,53,733.6,71.0
61401685,Caltex Graceville,Caltex,Graceville,PULP 98 RON,27,6458.3,4736.0
61401685,Caltex Graceville,Caltex,Graceville,Premium Diesel,12,5677.2,5826.0
61401685,Caltex Graceville,Caltex,Graceville,Unleaded,26,6873.2,5614.0
61401685,Caltex Graceville,Caltex,Graceville,e10,26,6873.2,5614.0
61401686,Caltex Eagleby,Caltex,Eagleby,PULP 98 RON,65,425.4,81.0
61401686,Caltex Eagleby,Caltex,Eagleby,Premium Diesel,83,646.9,74.0
61401686,Caltex Eagleby,Caltex,Eagleby,Unleaded,67,355.3,86.0
61401686,Caltex Eagleby,Caltex,Eagleby,e10,67,393.4,89.0
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,PULP 98 RON,15,3086.3,1345.0
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,Premium Diesel,12,4754.2,4220.0
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,Unleaded,17,2783.8,1270.0
61401687,NightOwl Caltex Enoggera,Caltex,Enoggera,e10,18,2680.0,1205.0
61401687,Nightowl Puma Enoggera,Puma Energy,Enoggera,PULP 98 RON,37,2562.2,1345.0
61401687,Nightowl Puma Enoggera,Puma Energy,Enoggera,Premium Diesel,13,7728.8,4220.0
61401687,Nightowl Puma Enoggera,Puma Energy,Enoggera,Unleaded,44,2601.0,1270.0
61401687,Nightowl Puma Enoggera,Puma Energy,Enoggera,e10,44,2415.5,1205.0
61401690,BP Clontarf,BP,Clontarf,PULP 98 RON,19,3575.5,1269.0
61401690,BP Clontarf,BP,Clontarf,Premium Diesel,9,9815.8,9876.0
61401690,BP Clontarf,BP,Clontarf,Unleaded,20,3875.8,1345.0
61401691,Freedom Fuels Brendale,Freedom Fuels,Brendale,Diesel,29,2919.0,1207.0
61401691,Freedom Fuels Brendale,Freedom Fuels,Brendale,PULP 95/96 RON,6,231.7,244.5
61401691,Freedom Fuels Brendale,Freedom Fuels,Brendale,PULP 98 RON,44,644.1,617.0
61401691,Freedom Fuels Brendale,Freedom Fuels,Brendale,Unleaded,49,702.8,427.0
61401691,Freedom Fuels Brendale,Freedom Fuels,Brendale,e10,49,548.2,327.0
61401693,Ampol Foodary Parkwood,Ampol,Parkwood,PULP 95/96 RON,35,1713.7,1363.5
61401693,Ampol Foodary Parkwood,Ampol,Parkwood,PULP 98 RON,38,1446.1,655.5
61401693,Ampol Foodary Parkwood,Ampol,Parkwood,Premium Diesel,22,6413.2,4946.0
61401693,Ampol Foodary Parkwood,Ampol,Parkwood,Unleaded,37,1480.7,640.0
61401693,Ampol Foodary Parkwood,Ampol,Parkwood,e10,37,1588.9,866.0
61401693,Ampol Foodary Parkwood,Unknown,Parkwood,PULP 95/96 RON,12,3122.8,1363.5
61401693,Ampol Foodary Parkwood,Unknown,Parkwood,PULP 98 RON,11,947.5,655.5
61401693,Ampol Foodary Parkwood,Unknown,Parkwood,Premium Diesel,2,12592.0,4946.0
61401693,Ampol Foodary Parkwood,Unknown,Parkwood,Unleaded,10,894.8,640.0
61401693,Ampol Foodary Parkwood,Unknown,Parkwood,e10,11,947.5,866.0
61401693,Pearl Energy Parkwood,Pearl Energy,Parkwood,Diesel,7,7784.9,5088.0
61401693,Pearl Energy Parkwood,Pearl Energy,Parkwood,PULP 95/96 RON,5,9158.8,1363.5
61401693,Pearl Energy Parkwood,Pearl Energy,Parkwood,PULP 98 RON,5,1420.2,655.5
61401693,Pearl Energy Parkwood,Pearl Energy,Parkwood,Unleaded,6,2020.0,640.0
61401693,Pearl Energy Parkwood,Pearl Energy,Parkwood,e10,6,2029.3,866.0
61401696,Ampol Foodary Mt Warren Park,Ampol,Mount Warren Park,PULP 98 RON,64,2030.6,474.0
61401696,Ampol Foodary Mt Warren Park,Ampol,Mount Warren Park,Premium Diesel,64,1796.6,667.5
61401696,Ampol Foodary Mt Warren Park,Ampol,Mount Warren Park,Unleaded,63,2345.3,1121.0
61401696,Ampol Foodary Mt Warren Park,Ampol,Mount Warren Park,e10,63,1943.9,453.0
61401700,Metro Petroleum Acacia Ridge,Metro Fuel,Acacia Ridge,Diesel,29,4893.0,3409.0
61401700,Metro Petroleum Acacia Ridge,Metro Fuel,Acacia Ridge,PULP 95/96 RON,34,1613.7,745.5
61401700,Metro Petroleum Acacia Ridge,Metro Fuel,Acacia Ridge,Unleaded,35,1002.9,515.0
61401701,NightOwl Puma Richlands,Puma Energy,Inala,PULP 98 RON,27,3508.0,2695.0
61401701,NightOwl Puma Richlands,Puma Energy,Inala,Premium Diesel,15,22426.0,26585.0
61401701,NightOwl Puma Richlands,Puma Energy,Inala,Unleaded,31,3658.5,2767.0
61401701,NightOwl Puma Richlands,Puma Energy,Inala,e10,30,3198.2,1984.5
61401703,Freedom Fuels Willawong,Freedom Fuels,Willawong,Diesel,12,12691.4,6535.0
61401703,Freedom Fuels Willawong,Freedom Fuels,Willawong,PULP 95/96 RON,18,4177.9,2969.0
61401703,Freedom Fuels Willawong,Freedom Fuels,Willawong,PULP 98 RON,19,3749.3,2636.5
61401703,Freedom Fuels Willawong,Freedom Fuels,Willawong,Unleaded,18,3954.4,2636.5
61401703,Freedom Fuels Willawong,Freedom Fuels,Willawong,e10,18,3954.4,2636.5
61401703,Pearl Energy Willawong,Pearl Energy,Willawong,Diesel,10,10433.4,6535.0
61401703,Pearl Energy Willawong,Pearl Energy,Willawong,PULP 95/96 RON,11,4990.7,2969.0
61401703,Pearl Energy Willawong,Pearl Energy,Willawong,PULP 98 RON,11,3947.8,2636.5
61401703,Pearl Energy Willawong,Pearl Energy,Willawong,Unleaded,12,3604.8,2636.5
61401703,Pearl Energy Willawong,Pearl Energy,Willawong,e10,14,3404.9,2636.5
61401707,Enhance Service Station & Tyre Plus Mechanic,Enhance,Kelvin Grove,Diesel,38,17999.7,14090.5
61401707,Enhance Service Station & Tyre Plus Mechanic,Enhance,Kelvin Grove,PULP 98 RON,55,4657.4,3991.0
61401707,Enhance Service Station & Tyre Plus Mechanic,Enhance,Kelvin Grove,Unleaded,72,4628.0,2804.5
61401710,Mega Fuels Rocklea,Independent,Rocklea,Diesel,26,1160.5,941.0
61401710,Mega Fuels Rocklea,Independent,Rocklea,PULP 98 RON,26,1163.8,734.0
61401710,Mega Fuels Rocklea,Independent,Rocklea,Unleaded,32,859.7,646.0
61401710,Mega Fuels Rocklea,Independent,Rocklea,e10,32,1331.2,669.0
61401710,Mega Fuels Rocklea,Unknown,Rocklea,Diesel,1,499.0,941.0
61401710,Mega Fuels Rocklea,Unknown,Rocklea,PULP 98 RON,1,499.0,734.0
61401710,Mega Fuels Rocklea,Unknown,Rocklea,Unleaded,1,499.0,646.0
61401710,Mega Fuels Rocklea,Unknown,Rocklea,e10,1,499.0,669.0
61401711,Liberty Yamanto,Liberty,Purga,Diesel,33,10905.5,8508.0
61401711,Liberty Yamanto,Liberty,Purga,PULP 95/96 RON,53,5638.2,2962.0
61401711,Liberty Yamanto,Liberty,Purga,PULP 98 RON,54,5719.0,3492.0
61401711,Liberty Yamanto,Liberty,Purga,Premium Diesel,33,10905.5,8508.0
61401711,Liberty Yamanto,Liberty,Purga,Unleaded,54,5719.0,3492.0
61401712,BP Warrego Highway,BP,Blacksoil,PULP 95/96 RON,44,4516.5,2727.0
61401712,BP Warrego Highway,BP,Blacksoil,PULP 98 RON,43,4019.3,858.0
61401712,BP Warrego Highway,BP,Blacksoil,Premium Diesel,33,3985.2,385.0
61401712,BP Warrego Highway,BP,Blacksoil,e10,43,5312.2,1350.0
61401713,Ampol Foodary Helensvale,Ampol,Helensvale,PULP 95/96 RON,64,2116.9,978.5
61401713,Ampol Foodary Helensvale,Ampol,Helensvale,PULP 98 RON,64,2119.5,978.5
61401713,Ampol Foodary Helensvale,Ampol,Helensvale,Premium Diesel,46,2281.4,931.0
61401713,Ampol Foodary Helensvale,Ampol,Helensvale,Unleaded,62,2075.9,954.0
61401713,Ampol Foodary Helensvale,Ampol,Helensvale,e10,57,1843.0,969.0
61401714,BP Waterford,BP,Waterford West,PULP 95/96 RON,62,2397.6,1088.5
61401714,BP Waterford,BP,Waterford West,PULP 98 RON,61,2314.8,1172.0
61401714,BP Waterford,BP,Waterford West,Premium Diesel,42,6387.1,3755.0
61401714,BP Waterford,BP,Waterford West,e10,61,2980.7,1336.0
61401718,Moorooka Servo,Liberty,Moorooka,Diesel,5,8410.4,6222.0
61401718,Moorooka Servo,Liberty,Moorooka,PULP 98 RON,18,2002.0,1531.0
61401718,Moorooka Servo,Liberty,Moorooka,Unleaded,18,3075.7,2036.0
61401722,Freedom Fuels Goodna,Freedom Fuels,Goodna,Diesel,28,12422.9,9872.5
61401722,Freedom Fuels Goodna,Freedom Fuels,Goodna,PULP 95/96 RON,16,666.6,803.5
61401722,Freedom Fuels Goodna,Freedom Fuels,Goodna,PULP 98 RON,48,1336.8,727.5
61401722,Freedom Fuels Goodna,Freedom Fuels,Goodna,Unleaded,63,1088.0,770.0
61401722,Freedom Fuels Goodna,Freedom Fuels,Goodna,e10,63,1151.1,770.0
61401723,Ampol Foodary Capalaba,Ampol,Capalaba,PULP 95/96 RON,84,516.8,109.0
61401723,Ampol Foodary Capalaba,Ampol,Capalaba,PULP 98 RON,84,477.1,83.5
61401723,Ampol Foodary Capalaba,Ampol,Capalaba,Premium Diesel,49,2281.0,820.0
61401723,Ampol Foodary Capalaba,Ampol,Capalaba,Unleaded,85,1426.5,340.0
61401723,Ampol Foodary Capalaba,Ampol,Capalaba,e10,85,429.2,70.0
61401725,Caltex Wacol,Caltex,Wacol,PULP 98 RON,67,1151.7,249.0
61401725,Caltex Wacol,Caltex,Wacol,Premium Diesel,38,2745.6,1042.5
61401725,Caltex Wacol,Caltex,Wacol,Unleaded,67,1151.7,249.0
61401725,Caltex Wacol,Caltex,Wacol,e10,67,3481.6,1940.0
61401727,BP Sandgate,BP,Sandgate,PULP 98 RON,13,2939.1,1264.0
61401727,BP Sandgate,BP,Sandgate,Premium Diesel,20,4816.8,4011.0
61401727,BP Sandgate,BP,Sandgate,Unleaded,13,2893.9,1264.0
61401728,BP Holland Park,BP,Holland Park,PULP 98 RON,21,3111.1,2697.0
61401728,BP Holland Park,BP,Holland Park,Premium Diesel,12,19900.2,7693.0
61401728,BP Holland Park,BP,Holland Park,Unleaded,20,3113.1,2680.0
61401729,Freedom Fuels Victoria Point,Freedom Fuels,Victoria Point,Diesel,32,18587.5,9986.5
61401729,Freedom Fuels Victoria Point,Freedom Fuels,Victoria Point,PULP 95/96 RON,48,1964.0,714.0
61401729,Freedom Fuels Victoria Point,Freedom Fuels,Victoria Point,Unleaded,44,1227.5,606.0
61401729,Freedom Fuels Victoria Point,Freedom Fuels,Victoria Point,e10,49,1854.8,611.0
61401733,Caltex Narangba,Caltex,Narangba,PULP 98 RON,43,4951.3,2821.0
61401733,Caltex Narangba,Caltex,Narangba,Premium Diesel,25,2032.8,1168.0
61401733,Caltex Narangba,Caltex,Narangba,Unleaded,43,4950.4,2821.0
61401733,Caltex Narangba,Caltex,Narangba,e10,43,6877.9,2766.0
61401734,Coles Express Chatswood Road,Coles Express,Springwood,PULP 95/96 RON,66,3784.4,1477.5
61401734,Coles Express Chatswood Road,Coles Express,Springwood,PULP 98 RON,66,3373.2,1342.0
61401734,Coles Express Chatswood Road,Coles Express,Springwood,Unleaded,67,3237.6,1409.0
61401736,Ampol Foodary Reedy Creek,Ampol,Reedy Creek,PULP 95/96 RON,75,2882.3,1379.0
61401736,Ampol Foodary Reedy Creek,Ampol,Reedy Creek,PULP 98 RON,75,2775.1,1379.0
61401736,Ampol Foodary Reedy Creek,Ampol,Reedy Creek,Premium Diesel,42,7521.8,2803.0
61401736,Ampol Foodary Reedy Creek,Ampol,Reedy Creek,Unleaded,74,2573.5,994.5
61401736,Ampol Foodary Reedy Creek,Ampol,Reedy Creek,e10,74,2936.2,1426.5
61401738,Ampol Foodary Marsden,Ampol,Marsden,PULP 95/96 RON,96,1391.7,931.0
61401738,Ampol Foodary Marsden,Ampol,Marsden,PULP 98 RON,96,1021.4,215.0
61401738,Ampol Foodary Marsden,Ampol,Marsden,Premium Diesel,57,233.4,225.0
61401738,Ampol Foodary Marsden,Ampol,Marsden,Unleaded,94,185.3,110.5
61401738,Ampol Foodary Marsden,Ampol,Marsden,e10,94,185.2,110.5
61401739,BP Connect Albany Forest,BP,Albany Creek,PULP 95/96 RON,46,3551.3,1317.5
61401739,BP Connect Albany Forest,BP,Albany Creek,PULP 98 RON,50,4192.4,1339.0
61401739,BP Connect Albany Forest,BP,Albany Creek,e10,50,4189.3,1339.0
61401741,BP Brown Plains,BP,Browns Plains,PULP 95/96 RON,61,1626.7,1106.0
61401741,BP Brown Plains,BP,Browns Plains,PULP 98 RON,61,2905.4,1522.0
61401741,BP Brown Plains,BP,Browns Plains,Premium Diesel,25,3417.8,1873.0
61401741,BP Brown Plains,BP,Browns Plains,Unleaded,61,1595.4,1106.0
61401743,Shell Reddy Express Kallangur,Reddy Express,Kallangur,Diesel,22,6388.6,4695.5
61401743,Shell Reddy Express Kallangur,Reddy Express,Kallangur,PULP 95/96 RON,102,769.5,57.0
61401743,Shell Reddy Express Kallangur,Reddy Express,Kallangur,PULP 98 RON,102,769.8,59.0
61401743,Shell Reddy Express Kallangur,Reddy Express,Kallangur,Unleaded,102,895.9,70.5
61401743,Shell Reddy Express Kallangur,Reddy Express,Kallangur,e10,105,1013.5,58.0
61401745,BP Lawnton,BP,Lawnton,PULP 95/96 RON,33,6606.1,6640.0
61401745,BP Lawnton,BP,Lawnton,PULP 98 RON,33,4359.4,3274.0
61401745,BP Lawnton,BP,Lawnton,Premium Diesel,25,4126.6,1466.0
61401745,BP Lawnton,BP,Lawnton,Unleaded,34,4116.5,2739.0
61401749,BP Bowen Hills,BP,Bowen Hills,PULP 95/96 RON,51,721.0,263.0
61401749,BP Bowen Hills,BP,Bowen Hills,PULP 98 RON,50,707.2,256.0
61401749,BP Bowen Hills,BP,Bowen Hills,Premium Diesel,24,2044.8,1291.0
61401749,BP Bowen Hills,BP,Bowen Hills,Unleaded,51,699.0,263.0
61401750,7-Eleven Nerang,7 Eleven,Nerang,PULP 98 RON,78,186.8,29.0
61401750,7-Eleven Nerang,7 Eleven,Nerang,Premium Diesel,18,675.6,257.0
61401750,7-Eleven Nerang,7 Eleven,Nerang,Unleaded,77,167.6,27.0
61401750,7-Eleven Nerang,7 Eleven,Nerang,e10,76,1068.1,168.0
61401752,Ampol Foodary Robina,Ampol,Robina,PULP 95/96 RON,78,709.0,77.0
61401752,Ampol Foodary Robina,Ampol,Robina,PULP 98 RON,78,625.4,71.0
61401752,Ampol Foodary Robina,Ampol,Robina,Premium Diesel,47,1891.5,85.0
61401752,Ampol Foodary Robina,Ampol,Robina,Unleaded,77,668.5,70.0
61401752,Ampol Foodary Robina,Ampol,Robina,e10,77,669.9,72.0
61401753,Shell Reddy Express Goodna,Reddy Express,Goodna,Diesel,15,12145.6,11738.0
61401753,Shell Reddy Express Goodna,Reddy Express,Goodna,PULP 98 RON,65,755.4,64.0
61401753,Shell Reddy Express Goodna,Reddy Express,Goodna,Unleaded,66,654.3,62.0
61401753,Shell Reddy Express Goodna,Reddy Express,Goodna,e10,63,676.1,60.0
61401754,Ampol Foodary Wishart,Ampol,Wishart,PULP 95/96 RON,136,5253.5,2654.0
61401754,Ampol Foodary Wishart,Ampol,Wishart,PULP 98 RON,127,2707.3,859.0
61401754,Ampol Foodary Wishart,Ampol,Wishart,Premium Diesel,66,3179.3,1250.5
61401754,Ampol Foodary Wishart,Ampol,Wishart,Unleaded,149,2904.9,905.0
61401754,Ampol Foodary Wishart,Ampol,Wishart,e10,142,4074.2,1148.5
61401755,Ampol Foodary Waterford West,Ampol,Waterford West,PULP 95/96 RON,56,1257.0,762.5
61401755,Ampol Foodary Waterford West,Ampol,Waterford West,Premium Diesel,35,3617.8,1548.0
61401755,Ampol Foodary Waterford West,Ampol,Waterford West,Unleaded,54,1478.4,258.5
61401756,Ampol Foodary Brassall,Ampol,Brassall,PULP 95/96 RON,54,5408.6,2646.5
61401756,Ampol Foodary Brassall,Ampol,Brassall,PULP 98 RON,54,5461.9,2646.5
61401756,Ampol Foodary Brassall,Ampol,Brassall,Premium Diesel,37,21354.7,24765.0
61401756,Ampol Foodary Brassall,Ampol,Brassall,Unleaded,53,5536.9,2761.0
61401756,Ampol Foodary Brassall,Ampol,Brassall,e10,53,5536.9,2761.0
61401758,Ampol Foodary Kingston,Ampol,Kingston,PULP 95/96 RON,75,6726.2,3192.0
61401758,Ampol Foodary Kingston,Ampol,Kingston,PULP 98 RON,73,4613.9,1633.0
61401758,Ampol Foodary Kingston,Ampol,Kingston,Premium Diesel,47,4003.9,1578.0
61401758,Ampol Foodary Kingston,Ampol,Kingston,Unleaded,65,3320.6,1633.0
61401758,Ampol Foodary Kingston,Ampol,Kingston,e10,73,3642.5,2120.0
61401759,BP Manly West,BP,Manly West,PULP 98 RON,42,10802.2,1433.0
61401759,BP Manly West,BP,Manly West,Premium Diesel,17,3861.2,2806.0
61401759,BP Manly West,BP,Manly West,Unleaded,41,1622.8,1096.0
61401759,BP Manly West,BP,Manly West,e10,42,1559.0,1032.0
61401760,BP Ashmore,BP,Ashmore,PULP 98 RON,56,2397.1,955.0
61401760,BP Ashmore,BP,Ashmore,Premium Diesel,25,4492.5,3327.0
61401760,BP Ashmore,BP,Ashmore,Unleaded,55,2408.6,860.0
61401760,BP Ashmore,BP,Ashmore,e10,56,2397.1,955.0
61401761,Coles Express Birkdale,Coles Express,Birkdale,PULP 95/96 RON,62,2686.6,1415.0
61401761,Coles Express Birkdale,Coles Express,Birkdale,PULP 98 RON,62,2853.4,1324.5
61401761,Coles Express Birkdale,Coles Express,Birkdale,Unleaded,62,2872.5,1324.5
61401762,Ampol Foodary Southport,Ampol,Southport,LPG,5,36313.0,39631.0
61401762,Ampol Foodary Southport,Ampol,Southport,PULP 95/96 RON,125,1518.0,411.0
61401762,Ampol Foodary Southport,Ampol,Southport,PULP 98 RON,125,614.6,281.0
61401762,Ampol Foodary Southport,Ampol,Southport,Premium Diesel,88,1400.2,1042.5
61401762,Ampol Foodary Southport,Ampol,Southport,Unleaded,120,647.4,351.5
61401762,Ampol Foodary Southport,Ampol,Southport,e10,128,1163.0,712.0
61401763,Metro Eagleby,Metro Fuel,Eagleby,PULP 95/96 RON,24,3979.4,2764.5
61401763,Metro Eagleby,Metro Fuel,Eagleby,PULP 98 RON,23,3561.4,2471.0
61401763,Metro Eagleby,Metro Fuel,Eagleby,Premium Diesel,17,3711.2,2526.0
61401763,Metro Eagleby,Metro Fuel,Eagleby,Unleaded,29,4706.0,2842.0
61401763,Metro Eagleby,Metro Fuel,Eagleby,e10,29,4654.5,2842.0
61401764,BP Highland Park,BP,Nerang,PULP 95/96 RON,64,2912.0,1000.0
61401764,BP Highland Park,BP,Nerang,PULP 98 RON,63,1901.5,456.0
61401764,BP Highland Park,BP,Nerang,Premium Diesel,34,2016.5,1096.5
61401764,BP Highland Park,BP,Nerang,e10,63,2650.8,785.0
61401765,BP Connect Mt Warren Park,BP,Mount Warren Park,PULP 95/96 RON,54,2869.0,1399.0
61401765,BP Connect Mt Warren Park,BP,Mount Warren Park,PULP 98 RON,54,2071.6,759.5
61401765,BP Connect Mt Warren Park,BP,Mount Warren Park,Premium Diesel,48,3498.1,1004.5
61401765,BP Connect Mt Warren Park,BP,Mount Warren Park,e10,54,2914.1,1002.5
61401766,BP Wacol Truck Stop,BP,Wacol,Diesel,36,10838.4,10974.5
61401766,BP Wacol Truck Stop,BP,Wacol,PULP 95/96 RON,73,3645.2,2228.0
61401766,BP Wacol Truck Stop,BP,Wacol,PULP 98 RON,72,2379.0,1110.5
61401766,BP Wacol Truck Stop,BP,Wacol,Premium Diesel,39,5502.3,2151.0
61401766,BP Wacol Truck Stop,BP,Wacol,Unleaded,72,2335.3,1084.5
61401767,Coles Express Elanora,Coles Express,Elanora,Diesel,6,13377.2,11560.0
61401767,Coles Express Elanora,Coles Express,Elanora,PULP 95/96 RON,15,1584.7,1157.0
61401767,Coles Express Elanora,Coles Express,Elanora,PULP 98 RON,15,1222.3,310.0
61401767,Coles Express Elanora,Coles Express,Elanora,Unleaded,15,1334.4,143.0
61401767,Shell Reddy Express Elanora,Reddy Express,Elanora,Diesel,16,10603.1,11560.0
61401767,Shell Reddy Express Elanora,Reddy Express,Elanora,PULP 95/96 RON,44,3379.0,1157.0
61401767,Shell Reddy Express Elanora,Reddy Express,Elanora,PULP 98 RON,44,1486.5,310.0
61401767,Shell Reddy Express Elanora,Reddy Express,Elanora,Unleaded,44,1396.1,143.0
61401768,Ampol Foodary Churchill,Ampol,Churchill,PULP 98 RON,54,12098.7,10196.0
61401768,Ampol Foodary Churchill,Ampol,Churchill,Unleaded,52,7147.2,5124.0
61401769,Coles Express Albany Creek,Coles Express,Albany Creek,PULP 95/96 RON,100,3400.1,1553.0
61401769,Coles Express Albany Creek,Coles Express,Albany Creek,PULP 98 RON,99,2964.5,1468.0
61401769,Coles Express Albany Creek,Coles Express,Albany Creek,e10,100,2938.1,1454.0
61401772,Ampol Foodary Slacks Creek,Ampol,Slacks Creek,PULP 95/96 RON,70,713.9,110.0
61401772,Ampol Foodary Slacks Creek,Ampol,Slacks Creek,PULP 98 RON,69,381.7,76.0
61401772,Ampol Foodary Slacks Creek,Ampol,Slacks Creek,Premium Diesel,72,1161.1,142.5
61401772,Ampol Foodary Slacks Creek,Ampol,Slacks Creek,Unleaded,77,418.2,76.0
61401772,Ampol Foodary Slacks Creek,Ampol,Slacks Creek,e10,77,418.9,76.0
